order_id,customer_id,order_date,status,payment_method,total_amount,item_count,total_quantity,avg_discount,product_categories,products_list,year
O0000310,C00631,2018-04-25 17:00:00,completed,paypal,2146.57,8,15,0.08,"Electronics,Fashion,electronics",P00032(x1)|P00060(x2)|P00081(x3)|P00027(x3)|P00131(x2)|P00072(x1)|P00165(x1)|P00096(x2),2018
O0000318,C00035,2018-04-26 10:00:00,completed,credit_card,191.37,1,1,0.0,electronics,P00096(x1),2018
O0000319,C00614,2018-04-27 09:00:00,completed,paypal,908.92,4,7,0.11,"Fashion,electronics,fashion",P00075(x2)|P00081(x1)|P00040(x3)|P00097(x1),2018
O0000319,C00614,2018-04-27 09:00:00,completed,paypal,908.92,4,7,0.11,"Fashion,electronics,fashion",P00075(x2)|P00081(x1)|P00040(x3)|P00097(x1),2018
O0000319,C00614,2018-04-27 09:00:00,completed,paypal,908.92,4,7,0.11,"Fashion,electronics,fashion",P00075(x2)|P00081(x1)|P00040(x3)|P00097(x1),2018
O0000319,C00614,2018-04-27 09:00:00,completed,paypal,908.92,4,7,0.11,"Fashion,electronics,fashion",P00075(x2)|P00081(x1)|P00040(x3)|P00097(x1),2018
O0000323,C00816,2018-04-28 17:00:00,completed,credit_card,453.86,1,3,0.21,Electronics,P00166(x3),2018
O0000324,C00753,2018-04-29 10:00:00,completed,bank_transfer,1068.21,8,11,0.15,"Electronics,Fashion,electronics,fashion",P00113(x1)|P00155(x2)|P00097(x1)|P00131(x1)|P00141(x2)|P00102(x1)|P00071(x2)|P00035(x1),2018
O0000324,C00753,2018-04-29 10:00:00,completed,bank_transfer,1068.21,8,11,0.15,"Electronics,Fashion,electronics,fashion",P00113(x1)|P00155(x2)|P00097(x1)|P00131(x1)|P00141(x2)|P00102(x1)|P00071(x2)|P00035(x1),2018
O0000324,C00753,2018-04-29 10:00:00,completed,bank_transfer,1068.21,8,11,0.15,"Electronics,Fashion,electronics,fashion",P00113(x1)|P00155(x2)|P00097(x1)|P00131(x1)|P00141(x2)|P00102(x1)|P00071(x2)|P00035(x1),2018
O0000324,C00753,2018-04-29 10:00:00,completed,bank_transfer,1068.21,8,11,0.15,"Electronics,Fashion,electronics,fashion",P00113(x1)|P00155(x2)|P00097(x1)|P00131(x1)|P00141(x2)|P00102(x1)|P00071(x2)|P00035(x1),2018
O0000324,C00753,2018-04-29 10:00:00,completed,bank_transfer,1068.21,8,11,0.15,"Electronics,Fashion,electronics,fashion",P00113(x1)|P00155(x2)|P00097(x1)|P00131(x1)|P00141(x2)|P00102(x1)|P00071(x2)|P00035(x1),2018
O0000324,C00753,2018-04-29 10:00:00,completed,bank_transfer,1068.21,8,11,0.15,"Electronics,Fashion,electronics,fashion",P00113(x1)|P00155(x2)|P00097(x1)|P00131(x1)|P00141(x2)|P00102(x1)|P00071(x2)|P00035(x1),2018
O0000324,C00753,2018-04-29 10:00:00,completed,bank_transfer,1068.21,8,11,0.15,"Electronics,Fashion,electronics,fashion",P00113(x1)|P00155(x2)|P00097(x1)|P00131(x1)|P00141(x2)|P00102(x1)|P00071(x2)|P00035(x1),2018
O0000324,C00753,2018-04-29 10:00:00,completed,bank_transfer,1068.21,8,11,0.15,"Electronics,Fashion,electronics,fashion",P00113(x1)|P00155(x2)|P00097(x1)|P00131(x1)|P00141(x2)|P00102(x1)|P00071(x2)|P00035(x1),2018
O0000332,C00864,2018-04-30 09:00:00,completed,paypal,201.16,2,3,0.04,"Electronics,Fashion",P00117(x1)|P00124(x2),2018
O0000332,C00864,2018-04-30 09:00:00,completed,paypal,201.16,2,3,0.04,"Electronics,Fashion",P00117(x1)|P00124(x2),2018
O0000334,C00133,2018-05-01 14:00:00,completed,credit_card,434.13,4,6,0.09,"Fashion,electronics",P00155(x1)|P00041(x2)|P00186(x2)|P00088(x1),2018
O0000334,C00133,2018-05-01 14:00:00,completed,credit_card,434.13,4,6,0.09,"Fashion,electronics",P00155(x1)|P00041(x2)|P00186(x2)|P00088(x1),2018
O0000334,C00133,2018-05-01 14:00:00,completed,credit_card,434.13,4,6,0.09,"Fashion,electronics",P00155(x1)|P00041(x2)|P00186(x2)|P00088(x1),2018
O0000334,C00133,2018-05-01 14:00:00,completed,credit_card,434.13,4,6,0.09,"Fashion,electronics",P00155(x1)|P00041(x2)|P00186(x2)|P00088(x1),2018
O0000338,C00859,2018-05-02 17:00:00,completed,credit_card,447.2,1,3,0.06,electronics,P00156(x3),2018
O0000339,C00749,2018-05-03 19:00:00,completed,credit_card,286.64,2,3,0.11,"Electronics,Fashion",P00108(x2)|P00164(x1),2018
O0000339,C00749,2018-05-03 19:00:00,completed,credit_card,286.64,2,3,0.11,"Electronics,Fashion",P00108(x2)|P00164(x1),2018
O0000341,C00208,2018-05-04 16:00:00,completed,credit_card,45.05,1,1,0.2,Fashion,P00061(x1),2018
O0000342,C00275,2018-05-05 15:00:00,completed,credit_card,343.77,2,3,0.23,"Electronics,electronics",P00078(x1)|P00142(x2),2018
O0000342,C00275,2018-05-05 15:00:00,completed,credit_card,343.77,2,3,0.23,"Electronics,electronics",P00078(x1)|P00142(x2),2018
O0000344,C00182,2018-05-06 09:00:00,completed,paypal,1251.53,7,9,0.15,"Electronics,Fashion,electronics,fashion",P00155(x2)|P00062(x1)|P00032(x2)|P00102(x1)|P00120(x1)|P00065(x1)|P00102(x1),2018
O0000344,C00182,2018-05-06 09:00:00,completed,paypal,1251.53,7,9,0.15,"Electronics,Fashion,electronics,fashion",P00155(x2)|P00062(x1)|P00032(x2)|P00102(x1)|P00120(x1)|P00065(x1)|P00102(x1),2018
O0000344,C00182,2018-05-06 09:00:00,completed,paypal,1251.53,7,9,0.15,"Electronics,Fashion,electronics,fashion",P00155(x2)|P00062(x1)|P00032(x2)|P00102(x1)|P00120(x1)|P00065(x1)|P00102(x1),2018
O0000344,C00182,2018-05-06 09:00:00,completed,paypal,1251.53,7,9,0.15,"Electronics,Fashion,electronics,fashion",P00155(x2)|P00062(x1)|P00032(x2)|P00102(x1)|P00120(x1)|P00065(x1)|P00102(x1),2018
O0000344,C00182,2018-05-06 09:00:00,completed,paypal,1251.53,7,9,0.15,"Electronics,Fashion,electronics,fashion",P00155(x2)|P00062(x1)|P00032(x2)|P00102(x1)|P00120(x1)|P00065(x1)|P00102(x1),2018
O0000344,C00182,2018-05-06 09:00:00,completed,paypal,1251.53,7,9,0.15,"Electronics,Fashion,electronics,fashion",P00155(x2)|P00062(x1)|P00032(x2)|P00102(x1)|P00120(x1)|P00065(x1)|P00102(x1),2018
O0000344,C00182,2018-05-06 09:00:00,completed,paypal,1251.53,7,9,0.15,"Electronics,Fashion,electronics,fashion",P00155(x2)|P00062(x1)|P00032(x2)|P00102(x1)|P00120(x1)|P00065(x1)|P00102(x1),2018
O0000351,C00522,2018-05-07 18:00:00,completed,credit_card,46.57,1,1,0.22,electronics,P00104(x1),2018
O0000352,C00061,2018-05-08 16:00:00,completed,bank_transfer,1940.83,8,13,0.12,"Electronics,electronics,fashion",P00056(x3)|P00040(x1)|P00095(x1)|P00093(x3)|P00092(x1)|P00034(x1)|P00096(x1)|P00189(x2),2018
O0000352,C00061,2018-05-08 16:00:00,completed,bank_transfer,1940.83,8,13,0.12,"Electronics,electronics,fashion",P00056(x3)|P00040(x1)|P00095(x1)|P00093(x3)|P00092(x1)|P00034(x1)|P00096(x1)|P00189(x2),2018
O0000352,C00061,2018-05-08 16:00:00,completed,bank_transfer,1940.83,8,13,0.12,"Electronics,electronics,fashion",P00056(x3)|P00040(x1)|P00095(x1)|P00093(x3)|P00092(x1)|P00034(x1)|P00096(x1)|P00189(x2),2018
O0000352,C00061,2018-05-08 16:00:00,completed,bank_transfer,1940.83,8,13,0.12,"Electronics,electronics,fashion",P00056(x3)|P00040(x1)|P00095(x1)|P00093(x3)|P00092(x1)|P00034(x1)|P00096(x1)|P00189(x2),2018
O0000352,C00061,2018-05-08 16:00:00,completed,bank_transfer,1940.83,8,13,0.12,"Electronics,electronics,fashion",P00056(x3)|P00040(x1)|P00095(x1)|P00093(x3)|P00092(x1)|P00034(x1)|P00096(x1)|P00189(x2),2018
O0000352,C00061,2018-05-08 16:00:00,completed,bank_transfer,1940.83,8,13,0.12,"Electronics,electronics,fashion",P00056(x3)|P00040(x1)|P00095(x1)|P00093(x3)|P00092(x1)|P00034(x1)|P00096(x1)|P00189(x2),2018
O0000352,C00061,2018-05-08 16:00:00,completed,bank_transfer,1940.83,8,13,0.12,"Electronics,electronics,fashion",P00056(x3)|P00040(x1)|P00095(x1)|P00093(x3)|P00092(x1)|P00034(x1)|P00096(x1)|P00189(x2),2018
O0000352,C00061,2018-05-08 16:00:00,completed,bank_transfer,1940.83,8,13,0.12,"Electronics,electronics,fashion",P00056(x3)|P00040(x1)|P00095(x1)|P00093(x3)|P00092(x1)|P00034(x1)|P00096(x1)|P00189(x2),2018
O0000360,C00003,2018-05-09 17:00:00,completed,credit_card,214.34,1,2,0.08,Electronics,P00048(x2),2018
O0000361,C00263,2018-05-10 13:00:00,completed,paypal,1087.2,6,7,0.16,"Electronics,Fashion,electronics,fashion",P00045(x1)|P00001(x1)|P00195(x1)|P00135(x1)|P00080(x2)|P00184(x1),2018
O0000361,C00263,2018-05-10 13:00:00,completed,paypal,1087.2,6,7,0.16,"Electronics,Fashion,electronics,fashion",P00045(x1)|P00001(x1)|P00195(x1)|P00135(x1)|P00080(x2)|P00184(x1),2018
O0000361,C00263,2018-05-10 13:00:00,completed,paypal,1087.2,6,7,0.16,"Electronics,Fashion,electronics,fashion",P00045(x1)|P00001(x1)|P00195(x1)|P00135(x1)|P00080(x2)|P00184(x1),2018
O0000361,C00263,2018-05-10 13:00:00,completed,paypal,1087.2,6,7,0.16,"Electronics,Fashion,electronics,fashion",P00045(x1)|P00001(x1)|P00195(x1)|P00135(x1)|P00080(x2)|P00184(x1),2018
O0000361,C00263,2018-05-10 13:00:00,completed,paypal,1087.2,6,7,0.16,"Electronics,Fashion,electronics,fashion",P00045(x1)|P00001(x1)|P00195(x1)|P00135(x1)|P00080(x2)|P00184(x1),2018
O0000361,C00263,2018-05-10 13:00:00,completed,paypal,1087.2,6,7,0.16,"Electronics,Fashion,electronics,fashion",P00045(x1)|P00001(x1)|P00195(x1)|P00135(x1)|P00080(x2)|P00184(x1),2018
O0000367,C00133,2018-05-11 13:00:00,completed,bank_transfer,594.32,7,8,0.12,"Electronics,electronics,fashion",P00179(x1)|P00025(x1)|P00092(x1)|P00097(x1)|P00133(x1)|P00001(x2)|P00001(x1),2018
O0000367,C00133,2018-05-11 13:00:00,completed,bank_transfer,594.32,7,8,0.12,"Electronics,electronics,fashion",P00179(x1)|P00025(x1)|P00092(x1)|P00097(x1)|P00133(x1)|P00001(x2)|P00001(x1),2018
O0000367,C00133,2018-05-11 13:00:00,completed,bank_transfer,594.32,7,8,0.12,"Electronics,electronics,fashion",P00179(x1)|P00025(x1)|P00092(x1)|P00097(x1)|P00133(x1)|P00001(x2)|P00001(x1),2018
O0000367,C00133,2018-05-11 13:00:00,completed,bank_transfer,594.32,7,8,0.12,"Electronics,electronics,fashion",P00179(x1)|P00025(x1)|P00092(x1)|P00097(x1)|P00133(x1)|P00001(x2)|P00001(x1),2018
O0000367,C00133,2018-05-11 13:00:00,completed,bank_transfer,594.32,7,8,0.12,"Electronics,electronics,fashion",P00179(x1)|P00025(x1)|P00092(x1)|P00097(x1)|P00133(x1)|P00001(x2)|P00001(x1),2018
O0000367,C00133,2018-05-11 13:00:00,completed,bank_transfer,594.32,7,8,0.12,"Electronics,electronics,fashion",P00179(x1)|P00025(x1)|P00092(x1)|P00097(x1)|P00133(x1)|P00001(x2)|P00001(x1),2018
O0000367,C00133,2018-05-11 13:00:00,completed,bank_transfer,594.32,7,8,0.12,"Electronics,electronics,fashion",P00179(x1)|P00025(x1)|P00092(x1)|P00097(x1)|P00133(x1)|P00001(x2)|P00001(x1),2018
O0000374,C00354,2018-05-12 16:00:00,completed,credit_card,178.29,2,4,0.03,"Electronics,Fashion",P00110(x3)|P00113(x1),2018
O0000374,C00354,2018-05-12 16:00:00,completed,credit_card,178.29,2,4,0.03,"Electronics,Fashion",P00110(x3)|P00113(x1),2018
O0000376,C00208,2018-05-13 18:00:00,completed,credit_card,462.34,4,5,0.17,"Electronics,Fashion,electronics",P00109(x1)|P00036(x1)|P00124(x1)|P00071(x2),2018
O0000376,C00208,2018-05-13 18:00:00,completed,credit_card,462.34,4,5,0.17,"Electronics,Fashion,electronics",P00109(x1)|P00036(x1)|P00124(x1)|P00071(x2),2018
O0000376,C00208,2018-05-13 18:00:00,completed,credit_card,462.34,4,5,0.17,"Electronics,Fashion,electronics",P00109(x1)|P00036(x1)|P00124(x1)|P00071(x2),2018
O0000376,C00208,2018-05-13 18:00:00,completed,credit_card,462.34,4,5,0.17,"Electronics,Fashion,electronics",P00109(x1)|P00036(x1)|P00124(x1)|P00071(x2),2018
O0000380,C00013,2018-05-14 17:00:00,completed,credit_card,439.81,2,3,0.07,"Fashion,fashion",P00136(x2)|P00052(x1),2018
O0000380,C00013,2018-05-14 17:00:00,completed,credit_card,439.81,2,3,0.07,"Fashion,fashion",P00136(x2)|P00052(x1),2018
O0000382,C00753,2018-05-15 12:00:00,cancelled,paypal,0.0,0,0,0.0,,,2018
O0000383,C00201,2018-05-16 16:00:00,completed,credit_card,977.99,3,8,0.06,"Fashion,electronics,fashion",P00189(x3)|P00061(x1)|P00065(x4),2018
O0000383,C00201,2018-05-16 16:00:00,completed,credit_card,977.99,3,8,0.06,"Fashion,electronics,fashion",P00189(x3)|P00061(x1)|P00065(x4),2018
O0000383,C00201,2018-05-16 16:00:00,completed,credit_card,977.99,3,8,0.06,"Fashion,electronics,fashion",P00189(x3)|P00061(x1)|P00065(x4),2018
O0000386,C00511,2018-05-17 17:00:00,completed,credit_card,195.56,1,1,0.13,Fashion,P00045(x1),2018
O0000387,C00805,2018-05-18 17:00:00,completed,credit_card,2046.51,8,16,0.11,"Electronics,Fashion,electronics",P00109(x2)|P00162(x2)|P00070(x1)|P00100(x1)|P00104(x2)|P00070(x3)|P00084(x4)|P00198(x1),2018
O0000387,C00805,2018-05-18 17:00:00,completed,credit_card,2046.51,8,16,0.11,"Electronics,Fashion,electronics",P00109(x2)|P00162(x2)|P00070(x1)|P00100(x1)|P00104(x2)|P00070(x3)|P00084(x4)|P00198(x1),2018
O0000387,C00805,2018-05-18 17:00:00,completed,credit_card,2046.51,8,16,0.11,"Electronics,Fashion,electronics",P00109(x2)|P00162(x2)|P00070(x1)|P00100(x1)|P00104(x2)|P00070(x3)|P00084(x4)|P00198(x1),2018
O0000387,C00805,2018-05-18 17:00:00,completed,credit_card,2046.51,8,16,0.11,"Electronics,Fashion,electronics",P00109(x2)|P00162(x2)|P00070(x1)|P00100(x1)|P00104(x2)|P00070(x3)|P00084(x4)|P00198(x1),2018
O0000387,C00805,2018-05-18 17:00:00,completed,credit_card,2046.51,8,16,0.11,"Electronics,Fashion,electronics",P00109(x2)|P00162(x2)|P00070(x1)|P00100(x1)|P00104(x2)|P00070(x3)|P00084(x4)|P00198(x1),2018
O0000387,C00805,2018-05-18 17:00:00,completed,credit_card,2046.51,8,16,0.11,"Electronics,Fashion,electronics",P00109(x2)|P00162(x2)|P00070(x1)|P00100(x1)|P00104(x2)|P00070(x3)|P00084(x4)|P00198(x1),2018
O0000387,C00805,2018-05-18 17:00:00,completed,credit_card,2046.51,8,16,0.11,"Electronics,Fashion,electronics",P00109(x2)|P00162(x2)|P00070(x1)|P00100(x1)|P00104(x2)|P00070(x3)|P00084(x4)|P00198(x1),2018
O0000387,C00805,2018-05-18 17:00:00,completed,credit_card,2046.51,8,16,0.11,"Electronics,Fashion,electronics",P00109(x2)|P00162(x2)|P00070(x1)|P00100(x1)|P00104(x2)|P00070(x3)|P00084(x4)|P00198(x1),2018
O0000395,C00206,2018-05-19 18:00:00,completed,credit_card,832.5,3,6,0.15,"Electronics,electronics",P00005(x1)|P00152(x3)|P00121(x2),2018
O0000395,C00206,2018-05-19 18:00:00,completed,credit_card,832.5,3,6,0.15,"Electronics,electronics",P00005(x1)|P00152(x3)|P00121(x2),2018
O0000395,C00206,2018-05-19 18:00:00,completed,credit_card,832.5,3,6,0.15,"Electronics,electronics",P00005(x1)|P00152(x3)|P00121(x2),2018
O0000398,C00542,2018-05-20 18:00:00,completed,credit_card,627.86,4,6,0.1,"Fashion,electronics",P00145(x2)|P00147(x2)|P00141(x1)|P00101(x1),2018
O0000398,C00542,2018-05-20 18:00:00,completed,credit_card,627.86,4,6,0.1,"Fashion,electronics",P00145(x2)|P00147(x2)|P00141(x1)|P00101(x1),2018
O0000398,C00542,2018-05-20 18:00:00,completed,credit_card,627.86,4,6,0.1,"Fashion,electronics",P00145(x2)|P00147(x2)|P00141(x1)|P00101(x1),2018
O0000398,C00542,2018-05-20 18:00:00,completed,credit_card,627.86,4,6,0.1,"Fashion,electronics",P00145(x2)|P00147(x2)|P00141(x1)|P00101(x1),2018
O0000402,C00575,2018-05-21 16:00:00,completed,credit_card,98.06,1,1,0.09,electronics,P00128(x1),2018
O0000403,C00975,2018-05-22 17:00:00,completed,credit_card,372.95,1,3,0.12,Electronics,P00025(x3),2018
O0000404,C00977,2018-05-23 19:00:00,completed,paypal,397.83,2,3,0.11,"Fashion,electronics",P00005(x2)|P00164(x1),2018
O0000404,C00977,2018-05-23 19:00:00,completed,paypal,397.83,2,3,0.11,"Fashion,electronics",P00005(x2)|P00164(x1),2018
O0000406,C00851,2018-05-24 17:00:00,completed,credit_card,264.75,2,2,0.1,Fashion,P00101(x1)|P00028(x1),2018
O0000406,C00851,2018-05-24 17:00:00,completed,credit_card,264.75,2,2,0.1,Fashion,P00101(x1)|P00028(x1),2018
O0000408,C00650,2018-05-25 12:00:00,completed,paypal,547.59,6,6,0.14,"Electronics,Fashion,fashion",P00019(x1)|P00176(x1)|P00034(x1)|P00117(x1)|P00166(x1)|P00078(x1),2018
O0000408,C00650,2018-05-25 12:00:00,completed,paypal,547.59,6,6,0.14,"Electronics,Fashion,fashion",P00019(x1)|P00176(x1)|P00034(x1)|P00117(x1)|P00166(x1)|P00078(x1),2018
O0000408,C00650,2018-05-25 12:00:00,completed,paypal,547.59,6,6,0.14,"Electronics,Fashion,fashion",P00019(x1)|P00176(x1)|P00034(x1)|P00117(x1)|P00166(x1)|P00078(x1),2018
O0000408,C00650,2018-05-25 12:00:00,completed,paypal,547.59,6,6,0.14,"Electronics,Fashion,fashion",P00019(x1)|P00176(x1)|P00034(x1)|P00117(x1)|P00166(x1)|P00078(x1),2018
O0000408,C00650,2018-05-25 12:00:00,completed,paypal,547.59,6,6,0.14,"Electronics,Fashion,fashion",P00019(x1)|P00176(x1)|P00034(x1)|P00117(x1)|P00166(x1)|P00078(x1),2018
O0000408,C00650,2018-05-25 12:00:00,completed,paypal,547.59,6,6,0.14,"Electronics,Fashion,fashion",P00019(x1)|P00176(x1)|P00034(x1)|P00117(x1)|P00166(x1)|P00078(x1),2018
O0000414,C00964,2018-05-26 17:00:00,completed,credit_card,264.58,2,4,0.11,electronics,P00173(x3)|P00075(x1),2018
O0000414,C00964,2018-05-26 17:00:00,completed,credit_card,264.58,2,4,0.11,electronics,P00173(x3)|P00075(x1),2018
O0000416,C00495,2018-05-27 16:00:00,completed,paypal,419.63,3,4,0.09,"Electronics,electronics,fashion",P00025(x1)|P00106(x2)|P00037(x1),2018
O0000416,C00495,2018-05-27 16:00:00,completed,paypal,419.63,3,4,0.09,"Electronics,electronics,fashion",P00025(x1)|P00106(x2)|P00037(x1),2018
O0000416,C00495,2018-05-27 16:00:00,completed,paypal,419.63,3,4,0.09,"Electronics,electronics,fashion",P00025(x1)|P00106(x2)|P00037(x1),2018
O0000419,C00973,2018-05-28 11:00:00,completed,credit_card,139.46,1,1,0.08,electronics,P00036(x1),2018
O0000420,C00852,2018-05-29 14:00:00,completed,bank_transfer,330.06,2,3,0.07,"Electronics,electronics",P00098(x1)|P00050(x2),2018
O0000420,C00852,2018-05-29 14:00:00,completed,bank_transfer,330.06,2,3,0.07,"Electronics,electronics",P00098(x1)|P00050(x2),2018
O0000422,C00664,2018-05-30 09:00:00,completed,credit_card,1164.39,5,9,0.1,"Electronics,Fashion,electronics,fashion",P00133(x1)|P00132(x3)|P00101(x1)|P00179(x3)|P00165(x1),2018
O0000422,C00664,2018-05-30 09:00:00,completed,credit_card,1164.39,5,9,0.1,"Electronics,Fashion,electronics,fashion",P00133(x1)|P00132(x3)|P00101(x1)|P00179(x3)|P00165(x1),2018
O0000422,C00664,2018-05-30 09:00:00,completed,credit_card,1164.39,5,9,0.1,"Electronics,Fashion,electronics,fashion",P00133(x1)|P00132(x3)|P00101(x1)|P00179(x3)|P00165(x1),2018
O0000422,C00664,2018-05-30 09:00:00,completed,credit_card,1164.39,5,9,0.1,"Electronics,Fashion,electronics,fashion",P00133(x1)|P00132(x3)|P00101(x1)|P00179(x3)|P00165(x1),2018
O0000422,C00664,2018-05-30 09:00:00,completed,credit_card,1164.39,5,9,0.1,"Electronics,Fashion,electronics,fashion",P00133(x1)|P00132(x3)|P00101(x1)|P00179(x3)|P00165(x1),2018
O0000427,C00568,2018-05-31 20:00:00,completed,credit_card,585.72,1,3,0.0,electronics,P00058(x3),2018
O0000428,C00683,2018-06-01 20:00:00,completed,credit_card,516.14,5,7,0.09,"Fashion,electronics",P00061(x1)|P00101(x1)|P00061(x2)|P00083(x2)|P00071(x1),2018
O0000428,C00683,2018-06-01 20:00:00,completed,credit_card,516.14,5,7,0.09,"Fashion,electronics",P00061(x1)|P00101(x1)|P00061(x2)|P00083(x2)|P00071(x1),2018
O0000428,C00683,2018-06-01 20:00:00,completed,credit_card,516.14,5,7,0.09,"Fashion,electronics",P00061(x1)|P00101(x1)|P00061(x2)|P00083(x2)|P00071(x1),2018
O0000428,C00683,2018-06-01 20:00:00,completed,credit_card,516.14,5,7,0.09,"Fashion,electronics",P00061(x1)|P00101(x1)|P00061(x2)|P00083(x2)|P00071(x1),2018
O0000428,C00683,2018-06-01 20:00:00,completed,credit_card,516.14,5,7,0.09,"Fashion,electronics",P00061(x1)|P00101(x1)|P00061(x2)|P00083(x2)|P00071(x1),2018
O0000433,C00911,2018-06-02 18:00:00,completed,credit_card,63.16,1,1,0.09,Electronics,P00188(x1),2018
O0000434,C00440,2018-06-03 14:00:00,completed,paypal,266.68,2,2,0.14,electronics,P00018(x1)|P00105(x1),2018
O0000434,C00440,2018-06-03 14:00:00,completed,paypal,266.68,2,2,0.14,electronics,P00018(x1)|P00105(x1),2018
O0000436,C00593,2018-06-04 15:00:00,completed,paypal,253.6,2,2,0.2,electronics,P00075(x1)|P00142(x1),2018
O0000436,C00593,2018-06-04 15:00:00,completed,paypal,253.6,2,2,0.2,electronics,P00075(x1)|P00142(x1),2018
O0000438,C00842,2018-06-05 15:00:00,completed,credit_card,82.04,1,1,0.15,Fashion,P00164(x1),2018
O0000439,C00373,2018-06-06 16:00:00,completed,credit_card,314.3,2,2,0.04,"Electronics,electronics",P00025(x1)|P00105(x1),2018
O0000439,C00373,2018-06-06 16:00:00,completed,credit_card,314.3,2,2,0.04,"Electronics,electronics",P00025(x1)|P00105(x1),2018
O0000441,C00667,2018-06-07 11:00:00,completed,credit_card,903.18,5,6,0.08,"Electronics,Fashion,fashion",P00117(x1)|P00166(x1)|P00133(x1)|P00006(x1)|P00087(x2),2018
O0000441,C00667,2018-06-07 11:00:00,completed,credit_card,903.18,5,6,0.08,"Electronics,Fashion,fashion",P00117(x1)|P00166(x1)|P00133(x1)|P00006(x1)|P00087(x2),2018
O0000441,C00667,2018-06-07 11:00:00,completed,credit_card,903.18,5,6,0.08,"Electronics,Fashion,fashion",P00117(x1)|P00166(x1)|P00133(x1)|P00006(x1)|P00087(x2),2018
O0000441,C00667,2018-06-07 11:00:00,completed,credit_card,903.18,5,6,0.08,"Electronics,Fashion,fashion",P00117(x1)|P00166(x1)|P00133(x1)|P00006(x1)|P00087(x2),2018
O0000441,C00667,2018-06-07 11:00:00,completed,credit_card,903.18,5,6,0.08,"Electronics,Fashion,fashion",P00117(x1)|P00166(x1)|P00133(x1)|P00006(x1)|P00087(x2),2018
O0000446,C00118,2018-06-08 09:00:00,completed,paypal,1053.49,8,13,0.14,"Electronics,Fashion,electronics,fashion",P00054(x4)|P00018(x1)|P00160(x2)|P00180(x1)|P00128(x1)|P00186(x2)|P00180(x1)|P00051(x1),2018
O0000446,C00118,2018-06-08 09:00:00,completed,paypal,1053.49,8,13,0.14,"Electronics,Fashion,electronics,fashion",P00054(x4)|P00018(x1)|P00160(x2)|P00180(x1)|P00128(x1)|P00186(x2)|P00180(x1)|P00051(x1),2018
O0000446,C00118,2018-06-08 09:00:00,completed,paypal,1053.49,8,13,0.14,"Electronics,Fashion,electronics,fashion",P00054(x4)|P00018(x1)|P00160(x2)|P00180(x1)|P00128(x1)|P00186(x2)|P00180(x1)|P00051(x1),2018
O0000446,C00118,2018-06-08 09:00:00,completed,paypal,1053.49,8,13,0.14,"Electronics,Fashion,electronics,fashion",P00054(x4)|P00018(x1)|P00160(x2)|P00180(x1)|P00128(x1)|P00186(x2)|P00180(x1)|P00051(x1),2018
O0000446,C00118,2018-06-08 09:00:00,completed,paypal,1053.49,8,13,0.14,"Electronics,Fashion,electronics,fashion",P00054(x4)|P00018(x1)|P00160(x2)|P00180(x1)|P00128(x1)|P00186(x2)|P00180(x1)|P00051(x1),2018
O0000446,C00118,2018-06-08 09:00:00,completed,paypal,1053.49,8,13,0.14,"Electronics,Fashion,electronics,fashion",P00054(x4)|P00018(x1)|P00160(x2)|P00180(x1)|P00128(x1)|P00186(x2)|P00180(x1)|P00051(x1),2018
O0000446,C00118,2018-06-08 09:00:00,completed,paypal,1053.49,8,13,0.14,"Electronics,Fashion,electronics,fashion",P00054(x4)|P00018(x1)|P00160(x2)|P00180(x1)|P00128(x1)|P00186(x2)|P00180(x1)|P00051(x1),2018
O0000446,C00118,2018-06-08 09:00:00,completed,paypal,1053.49,8,13,0.14,"Electronics,Fashion,electronics,fashion",P00054(x4)|P00018(x1)|P00160(x2)|P00180(x1)|P00128(x1)|P00186(x2)|P00180(x1)|P00051(x1),2018
O0000454,C00664,2018-06-09 14:00:00,completed,credit_card,430.67,2,4,0.12,"electronics,fashion",P00174(x2)|P00141(x2),2018
O0000454,C00664,2018-06-09 14:00:00,completed,credit_card,430.67,2,4,0.12,"electronics,fashion",P00174(x2)|P00141(x2),2018
O0000456,C00814,2018-06-10 20:00:00,completed,credit_card,620.58,3,4,0.15,"Fashion,electronics",P00165(x1)|P00072(x1)|P00120(x2),2018
O0000456,C00814,2018-06-10 20:00:00,completed,credit_card,620.58,3,4,0.15,"Fashion,electronics",P00165(x1)|P00072(x1)|P00120(x2),2018
O0000456,C00814,2018-06-10 20:00:00,completed,credit_card,620.58,3,4,0.15,"Fashion,electronics",P00165(x1)|P00072(x1)|P00120(x2),2018
O0000459,C00256,2018-06-11 12:00:00,completed,credit_card,42.26,1,1,0.21,Fashion,P00049(x1),2018
O0000460,C00911,2018-06-12 13:00:00,completed,credit_card,1901.69,5,12,0.14,"Electronics,electronics,fashion",P00087(x2)|P00097(x3)|P00006(x2)|P00035(x1)|P00155(x4),2018
O0000460,C00911,2018-06-12 13:00:00,completed,credit_card,1901.69,5,12,0.14,"Electronics,electronics,fashion",P00087(x2)|P00097(x3)|P00006(x2)|P00035(x1)|P00155(x4),2018
O0000460,C00911,2018-06-12 13:00:00,completed,credit_card,1901.69,5,12,0.14,"Electronics,electronics,fashion",P00087(x2)|P00097(x3)|P00006(x2)|P00035(x1)|P00155(x4),2018
