order_id,product_id,quantity,unit_price,discount,item_total
O0002568,P00122,1,37.36,0.26,27.6464
O0002568,P00064,1,34.72,0.16,29.1648
O0002568,P00083,1,36.37,0.3,25.458999999999996
O0002568,P00015,1,31.18,0.09,28.3738
O0002568,P00040,1,29.26,0.06,27.5044
O0002569,P00106,1,20.98,0.2,16.784000000000002
O0002569,P00076,3,23.75,0.29,50.5875
O0002570,P00189,1,18.44,0.17,15.305200000000001
O0002570,P00129,2,18.4,0.05,34.959999999999994
O0002570,P00129,4,18.4,0.19,59.616
O0002570,P00129,1,18.4,0.06,17.296
O0002570,P00189,4,18.44,0.16,61.958400000000005
O0002570,P00189,2,18.44,0.19,29.872800000000005
O0002571,P00105,2,40.35,0.14,69.402
O0002572,P00095,1,39.36,0.16,33.0624
O0002572,P00199,2,25.46,0.16,42.7728
O0002572,P00118,1,25.74,0.18,21.1068
O0002572,P00161,3,24.82,0.2,59.56800000000001
O0002572,P00027,1,33.94,0.29,24.097399999999997
O0002572,P00125,3,30.27,0.2,72.64800000000001
O0002572,P00006,1,26.46,0.13,23.0202
O0002572,P00099,2,30.44,0.02,59.6624
O0002572,P00189,1,18.44,0.29,13.0924
O0002572,P00065,1,29.33,0.28,21.1176
O0002573,P00072,4,38.08,0.02,149.2736
O0002574,P00052,2,31.26,0.21,49.390800000000006
O0002574,P00153,2,22.09,0.27,32.2514
O0002574,P00011,1,29.42,0.29,20.8882
O0002575,P00051,2,23.69,0.11,42.168200000000006
O0002575,P00137,1,21.74,0.06,20.435599999999997
O0002575,P00137,1,21.74,0.22,16.9572
O0002575,P00043,5,23.97,0.11,106.6665
O0002576,P00148,1,18.8,0.19,15.228000000000002
O0002576,P00189,2,18.44,0.14,31.716800000000003
O0002576,P00154,5,19.25,0.08,88.55
O0002576,P00054,1,21.56,0.23,16.6012
O0002576,P00078,1,19.71,0.07,18.3303
O0002577,P00167,4,41.68,0.23,128.3744
O0002578,P00037,1,20.39,0.2,16.312
O0002578,P00195,1,19.28,0.28,13.8816
O0002578,P00137,1,21.74,0.2,17.392
O0002578,P00144,1,19.24,0.22,15.0072
O0002578,P00054,2,21.56,0.25,32.339999999999996
O0002579,P00088,1,32.81,0.26,24.279400000000003
O0002579,P00087,1,35.81,0.14,30.7966
O0002579,P00134,2,39.06,0.27,57.0276
O0002579,P00031,2,31.06,0.29,44.105199999999996
O0002579,P00036,2,23.52,0.03,45.6288
O0002579,P00090,3,21.75,0.24,49.59
O0002579,P00117,1,23.7,0.27,17.301
O0002579,P00195,2,19.28,0.06,36.2464
O0002579,P00174,1,29.24,0.26,21.6376
O0002580,P00193,2,37.11,0.15,63.086999999999996
O0002581,P00152,1,32.69,0.09,29.747899999999998
O0002581,P00051,3,23.69,0.22,55.43460000000001
O0002582,P00141,3,41.94,0.06,118.27079999999998
O0002582,P00029,1,30.71,0.04,29.4816
O0002583,P00075,1,32.14,0.01,31.8186
O0002583,P00109,2,31.42,0.17,52.1572
O0002583,P00169,1,32.12,0.01,31.798799999999996
O0002584,P00200,1,39.29,0.1,35.361
O0002585,P00084,3,41.01,0.22,95.96340000000001
O0002586,P00103,2,38.92,0.01,77.0616
O0002587,P00144,1,19.24,0.01,19.0476
O0002587,P00159,1,19.6,0.09,17.836000000000002
O0002587,P00050,2,20.14,0.02,39.4744
O0002587,P00172,4,20.51,0.14,70.5544
O0002587,P00186,4,21.27,0.08,78.2736
O0002588,P00141,2,41.94,0.17,69.62039999999999
O0002589,P00008,4,40.34,0.13,140.38320000000002
O0002590,P00130,1,34.09,0.28,24.544800000000002
O0002590,P00181,3,33.93,0.27,74.30669999999999
O0002590,P00094,3,29.79,0.17,74.1771
O0002590,P00097,2,31.36,0.2,50.176
O0002590,P00199,2,25.46,0.16,42.7728
O0002590,P00034,1,25.72,0.1,23.148
O0002590,P00066,1,23.19,0.1,20.871000000000002
O0002590,P00075,1,32.14,0.13,27.9618
O0002590,P00190,3,32.57,0.16,82.0764
O0002590,P00117,2,23.7,0.21,37.446
O0002591,P00122,1,37.36,0.28,26.899199999999997
O0002592,P00168,3,29.23,0.16,73.6596
O0002592,P00008,1,40.34,0.04,38.726400000000005
O0002592,P00166,2,18.08,0.15,30.735999999999997
O0002592,P00057,3,18.72,0.05,53.352
O0002592,P00099,2,30.44,0.02,59.6624
O0002592,P00019,1,24.12,0.08,22.1904
O0002592,P00087,1,35.81,0.17,29.7223
O0002592,P00070,3,35.4,0.09,96.642
O0002593,P00062,1,41.71,0.25,31.2825
O0002594,P00008,1,40.34,0.3,28.238
O0002595,P00144,2,19.24,0.11,34.2472
O0002595,P00148,3,18.8,0.25,42.300000000000004
O0002595,P00148,3,18.8,0.06,53.016000000000005
O0002595,P00050,1,20.14,0.17,16.7162
O0002595,P00037,3,20.39,0.28,44.0424
O0002596,P00174,1,29.24,0.17,24.269199999999998
O0002596,P00089,1,19.74,0.02,19.3452
O0002596,P00157,1,23.74,0.08,21.840799999999998
O0002597,P00111,1,39.47,0.22,30.7866
O0002598,P00004,1,19.84,0.02,19.4432
O0002598,P00153,3,22.09,0.22,51.690599999999996
O0002598,P00030,1,38.65,0.11,34.3985
O0002598,P00074,2,30.48,0.05,57.912
O0002598,P00175,1,29.48,0.08,27.1216
O0002598,P00154,1,19.25,0.18,15.785000000000002
O0002598,P00038,2,37.76,0.04,72.49919999999999
O0002598,P00003,3,26.28,0.28,56.7648
O0002598,P00045,1,35.11,0.3,24.576999999999998
O0002598,P00190,1,32.57,0.17,27.033099999999997
O0002599,P00051,1,23.69,0.24,18.0044
O0002599,P00079,1,24.1,0.21,19.039
O0002599,P00162,3,21.43,0.26,47.5746
O0002600,P00057,2,18.72,0.07,34.819199999999995
O0002600,P00050,1,20.14,0.18,16.5148
O0002600,P00019,1,24.12,0.05,22.914
O0002600,P00057,3,18.72,0.26,41.5584
O0002601,P00128,1,23.84,0.09,21.6944
O0002601,P00018,1,22.7,0.24,17.252
O0002601,P00066,4,23.19,0.01,91.8324
O0002601,P00037,1,20.39,0.1,18.351000000000003
O0002602,P00024,1,41.18,0.02,40.3564
O0002603,P00053,4,33.03,0.24,100.41120000000001
O0002603,P00173,1,34.29,0.07,31.889699999999998
O0002603,P00050,1,20.14,0.29,14.2994
O0002604,P00007,1,33.14,0.26,24.523600000000002
O0002604,P00021,1,24.11,0.12,21.2168
O0002605,P00200,4,39.29,0.3,110.01199999999999
O0002606,P00030,1,38.65,0.07,35.9445
O0002607,P00092,1,20.1,0.13,17.487000000000002
O0002607,P00121,1,33.88,0.25,25.410000000000004
O0002607,P00172,1,20.51,0.06,19.2794
O0002608,P00092,2,20.1,0.24,30.552000000000003
O0002608,P00129,4,18.4,0.21,58.144
O0002608,P00123,1,22.11,0.22,17.2458
O0002608,P00066,2,23.19,0.18,38.031600000000005
O0002609,P00129,1,18.4,0.26,13.616
O0002609,P00166,2,18.08,0.02,35.4368
O0002609,P00129,1,18.4,0.01,18.215999999999998
O0002609,P00129,3,18.4,0.2,44.16
O0002609,P00129,1,18.4,0.02,18.032
O0002609,P00189,1,18.44,0.08,16.9648
O0002610,P00119,3,36.65,0.18,90.15899999999999
O0002610,P00081,2,31.4,0.07,58.403999999999996
O0002611,P00038,1,37.76,0.2,30.208
O0002612,P00061,1,25.42,0.26,18.8108
O0002612,P00179,1,23.12,0.05,21.964
O0002612,P00139,1,27.0,0.21,21.330000000000002
O0002612,P00146,3,26.55,0.22,62.12700000000001
O0002613,P00046,2,41.67,0.29,59.1714
O0002614,P00144,1,19.24,0.1,17.316
O0002614,P00179,1,23.12,0.13,20.1144
O0002615,P00129,2,18.4,0.23,28.336
O0002615,P00129,1,18.4,0.24,13.983999999999998
O0002615,P00189,1,18.44,0.06,17.3336
O0002615,P00166,2,18.08,0.08,33.267199999999995
O0002615,P00189,1,18.44,0.23,14.198800000000002
O0002615,P00189,1,18.44,0.05,17.518
O0002616,P00186,4,21.27,0.12,74.8704
O0002616,P00162,1,21.43,0.19,17.3583
O0002616,P00142,2,19.45,0.29,27.618999999999996
O0002616,P00172,1,20.51,0.0,20.51
O0002616,P00037,6,20.39,0.29,86.8614
O0002617,P00134,1,39.06,0.02,38.278800000000004
O0002618,P00048,1,31.98,0.23,24.6246
O0002618,P00155,1,34.92,0.15,29.682000000000002
O0002619,P00005,4,34.49,0.19,111.74760000000002
O0002619,P00072,1,38.08,0.29,27.036799999999996
O0002620,P00086,1,39.0,0.17,32.37
O0002620,P00078,1,19.71,0.02,19.3158
O0002621,P00184,2,36.06,0.03,69.9564
O0002621,P00033,2,35.56,0.26,52.628800000000005
O0002621,P00119,4,36.65,0.07,136.338
O0002622,P00140,1,33.26,0.26,24.612399999999997
O0002622,P00180,2,28.32,0.02,55.5072
O0002623,P00122,2,37.36,0.03,72.4784
O0002624,P00095,1,39.36,0.2,31.488
O0002625,P00122,3,37.36,0.15,95.268
O0002625,P00042,1,27.21,0.04,26.1216
O0002625,P00187,2,42.02,0.22,65.55120000000001
O0002625,P00068,1,40.12,0.17,33.2996
O0002625,P00073,1,28.56,0.2,22.848
O0002625,P00126,1,26.12,0.17,21.6796
O0002625,P00149,1,39.43,0.03,38.247099999999996
O0002625,P00142,2,19.45,0.28,28.008
O0002626,P00134,4,39.06,0.14,134.3664
O0002627,P00104,2,25.44,0.18,41.7216
O0002627,P00049,1,38.63,0.02,37.8574
O0002628,P00034,4,25.72,0.11,91.5632
O0002628,P00142,3,19.45,0.27,42.595499999999994
O0002628,P00126,1,26.12,0.03,25.3364
O0002628,P00143,1,22.74,0.23,17.5098
O0002629,P00168,1,29.23,0.3,20.461
O0002629,P00023,2,32.1,0.01,63.558
O0002630,P00111,4,39.47,0.22,123.1464
O0002631,P00129,1,18.4,0.02,18.032
O0002631,P00166,3,18.08,0.2,43.391999999999996
O0002631,P00189,3,18.44,0.21,43.70280000000001
O0002631,P00129,1,18.4,0.07,17.112
O0002631,P00166,2,18.08,0.22,28.2048
O0002631,P00166,1,18.08,0.02,17.7184
O0002632,P00137,3,21.74,0.03,63.2634
O0002632,P00019,1,24.12,0.18,19.7784
O0002633,P00166,1,18.08,0.24,13.740799999999998
O0002633,P00198,1,18.79,0.25,14.0925
O0002633,P00189,3,18.44,0.07,51.4476
O0002633,P00189,2,18.44,0.23,28.397600000000004
O0002633,P00198,1,18.79,0.28,13.528799999999999
O0002634,P00167,2,41.68,0.17,69.1888
O0002635,P00142,2,19.45,0.15,33.065
O0002635,P00041,1,29.61,0.22,23.0958
O0002635,P00143,1,22.74,0.26,16.8276
O0002636,P00193,2,37.11,0.06,69.76679999999999
O0002637,P00142,4,19.45,0.23,59.906
O0002637,P00148,1,18.8,0.19,15.228000000000002
O0002637,P00131,3,25.76,0.04,74.1888
O0002637,P00004,2,19.84,0.28,28.569599999999998
O0002638,P00088,3,32.81,0.0,98.43
O0002638,P00144,1,19.24,0.18,15.7768
O0002639,P00090,3,21.75,0.24,49.59
O0002639,P00128,2,23.84,0.22,37.190400000000004
O0002639,P00004,1,19.84,0.13,17.2608
O0002639,P00093,1,25.37,0.08,23.340400000000002
O0002640,P00100,2,37.43,0.15,63.631
O0002641,P00161,1,24.82,0.23,19.1114
O0002641,P00158,1,24.19,0.27,17.6587
O0002641,P00154,3,19.25,0.14,49.665
O0002641,P00025,1,22.22,0.15,18.886999999999997
O0002642,P00062,3,41.71,0.19,101.3553
O0002642,P00160,2,36.17,0.04,69.4464
O0002643,P00129,2,18.4,0.14,31.647999999999996
O0002643,P00189,1,18.44,0.08,16.9648
O0002643,P00189,1,18.44,0.21,14.567600000000002
O0002643,P00129,4,18.4,0.29,52.25599999999999
O0002643,P00129,2,18.4,0.06,34.592
O0002643,P00189,2,18.44,0.03,35.7736
O0002644,P00137,1,21.74,0.13,18.9138
O0002644,P00048,1,31.98,0.04,30.7008
O0002644,P00066,3,23.19,0.06,65.39580000000001
O0002644,P00126,2,26.12,0.12,45.9712
O0002644,P00146,5,26.55,0.1,119.47500000000001
O0002644,P00126,4,26.12,0.13,90.8976
O0002644,P00019,1,24.12,0.03,23.3964
O0002644,P00075,4,32.14,0.18,105.4192
O0002644,P00085,2,36.47,0.16,61.2696
O0002645,P00086,1,39.0,0.25,29.25
O0002645,P00037,1,20.39,0.3,14.273
O0002646,P00137,1,21.74,0.12,19.1312
O0002646,P00131,2,25.76,0.03,49.9744
O0002646,P00078,2,19.71,0.08,36.266400000000004
O0002647,P00039,4,40.53,0.03,157.2564
O0002648,P00129,1,18.4,0.15,15.639999999999999
O0002648,P00189,1,18.44,0.2,14.752000000000002
O0002648,P00129,1,18.4,0.25,13.799999999999999
O0002648,P00166,2,18.08,0.23,27.8432
O0002648,P00189,1,18.44,0.06,17.3336
O0002648,P00129,1,18.4,0.14,15.823999999999998
O0002649,P00018,1,22.7,0.01,22.473
O0002649,P00117,2,23.7,0.07,44.081999999999994
O0002649,P00143,1,22.74,0.21,17.9646
O0002649,P00138,1,26.3,0.2,21.040000000000003
O0002650,P00189,2,18.44,0.07,34.2984
O0002650,P00106,1,20.98,0.09,19.091800000000003
O0002650,P00090,3,21.75,0.0,65.25
O0002650,P00004,4,19.84,0.04,76.1856
O0002650,P00089,1,19.74,0.19,15.9894
O0002651,P00108,1,28.33,0.11,25.2137
O0002651,P00055,1,32.04,0.13,27.8748
O0002651,P00175,1,29.48,0.3,20.636
O0002652,P00157,1,23.74,0.01,23.502599999999997
O0002652,P00171,3,25.44,0.19,61.81920000000001
O0002652,P00181,1,33.93,0.07,31.554899999999996
O0002653,P00158,1,24.19,0.2,19.352000000000004
O0002653,P00026,1,31.29,0.07,29.0997
O0002653,P00185,1,30.49,0.13,26.5263
O0002654,P00042,1,27.21,0.16,22.8564
O0002654,P00050,1,20.14,0.04,19.3344
O0002654,P00131,1,25.76,0.19,20.865600000000004
O0002654,P00171,2,25.44,0.02,49.8624
O0002655,P00161,1,24.82,0.11,22.0898
O0002655,P00056,1,19.94,0.05,18.943
O0002655,P00001,1,27.51,0.08,25.309200000000004
O0002655,P00198,1,18.79,0.08,17.2868
O0002656,P00002,1,38.85,0.06,36.519
O0002657,P00106,4,20.98,0.03,81.4024
O0002657,P00198,1,18.79,0.07,17.4747
O0002657,P00123,1,22.11,0.27,16.1403
O0002657,P00078,1,19.71,0.04,18.9216
O0002657,P00078,2,19.71,0.28,28.3824
O0002658,P00035,2,27.32,0.04,52.4544
O0002658,P00115,1,23.61,0.23,18.1797
O0002658,P00189,2,18.44,0.13,32.0856
O0002658,P00093,1,25.37,0.2,20.296000000000003
O0002659,P00078,2,19.71,0.1,35.478
O0002659,P00030,1,38.65,0.14,33.239
O0002660,P00034,2,25.72,0.12,45.267199999999995
O0002660,P00003,1,26.28,0.16,22.0752
O0002660,P00043,1,23.97,0.03,23.250899999999998
O0002660,P00191,1,25.84,0.09,23.514400000000002
O0002661,P00007,3,33.14,0.25,74.565
O0002661,P00155,1,34.92,0.02,34.2216
O0002661,P00172,1,20.51,0.25,15.3825
O0002662,P00154,1,19.25,0.14,16.555
O0002662,P00157,1,23.74,0.25,17.805
O0002662,P00131,1,25.76,0.1,23.184
O0002662,P00145,1,20.47,0.22,15.9666
O0002663,P00200,2,39.29,0.29,55.791799999999995
O0002664,P00116,2,40.95,0.18,67.15800000000002
O0002665,P00187,1,42.02,0.15,35.717
O0002666,P00025,1,22.22,0.15,18.886999999999997
O0002666,P00096,4,21.71,0.07,80.7612
O0002666,P00199,2,25.46,0.12,44.8096
O0002666,P00078,1,19.71,0.09,17.9361
O0002667,P00088,1,32.81,0.16,27.5604
O0002667,P00199,1,25.46,0.1,22.914
O0002667,P00162,1,21.43,0.28,15.429599999999999
O0002667,P00097,1,31.36,0.18,25.715200000000003
O0002667,P00019,1,24.12,0.06,22.6728
O0002667,P00197,3,31.6,0.29,67.308
O0002667,P00154,1,19.25,0.01,19.0575
O0002667,P00112,2,33.74,0.14,58.0328
O0002667,P00116,2,40.95,0.25,61.425000000000004
O0002667,P00132,2,37.57,0.21,59.360600000000005
O0002668,P00121,1,33.88,0.25,25.410000000000004
O0002668,P00163,2,32.15,0.18,52.726
O0002669,P00005,1,34.49,0.11,30.6961
O0002669,P00160,2,36.17,0.08,66.5528
O0002669,P00183,1,33.5,0.12,29.48
O0002670,P00137,2,21.74,0.15,36.958
O0002670,P00078,1,19.71,0.02,19.3158
O0002670,P00035,2,27.32,0.06,51.361599999999996
O0002670,P00104,1,25.44,0.11,22.6416
O0002671,P00123,3,22.11,0.01,65.66669999999999
O0002671,P00054,2,21.56,0.25,32.339999999999996
O0002671,P00145,2,20.47,0.13,35.617799999999995
O0002671,P00129,1,18.4,0.1,16.56
O0002671,P00050,1,20.14,0.18,16.5148
O0002672,P00086,1,39.0,0.14,33.54
O0002673,P00030,3,38.65,0.04,111.31199999999998
O0002674,P00069,3,34.03,0.03,99.0273
O0002674,P00076,4,23.75,0.01,94.05
O0002675,P00128,1,23.84,0.25,17.88
O0002675,P00112,2,33.74,0.26,49.9352
O0002675,P00055,4,32.04,0.2,102.528
O0002676,P00027,2,33.94,0.12,59.734399999999994
O0002676,P00079,3,24.1,0.21,57.11700000000001
O0002676,P00148,1,18.8,0.29,13.347999999999999
O0002677,P00113,1,40.33,0.19,32.6673
O0002678,P00193,4,37.11,0.04,142.5024
O0002679,P00121,1,33.88,0.03,32.8636
O0002680,P00150,2,36.05,0.16,60.56399999999999
O0002681,P00199,3,25.46,0.0,76.38
O0002681,P00108,3,28.33,0.19,68.8419
O0002681,P00164,1,28.82,0.14,24.7852
O0002682,P00157,2,23.74,0.07,44.15639999999999
O0002682,P00099,1,30.44,0.06,28.613599999999998
O0002682,P00158,1,24.19,0.28,17.4168
O0002683,P00163,1,32.15,0.24,24.433999999999997
O0002683,P00013,1,24.15,0.3,16.904999999999998
O0002683,P00041,4,29.61,0.28,85.2768
O0002684,P00078,1,19.71,0.24,14.979600000000001
O0002684,P00157,1,23.74,0.3,16.618
O0002685,P00145,2,20.47,0.07,38.0742
O0002685,P00080,2,37.94,0.25,56.91
O0002686,P00056,3,19.94,0.13,52.043400000000005
O0002686,P00057,1,18.72,0.18,15.3504
O0002686,P00137,1,21.74,0.24,16.522399999999998
O0002686,P00154,1,19.25,0.15,16.3625
O0002687,P00157,4,23.74,0.04,91.16159999999999
O0002687,P00016,2,41.58,0.08,76.5072
O0002687,P00046,2,41.67,0.05,79.173
O0002687,P00080,1,37.94,0.29,26.937399999999997
O0002687,P00178,1,27.79,0.1,25.011
O0002687,P00021,3,24.11,0.06,67.9902
O0002687,P00088,3,32.81,0.12,86.61840000000001
O0002688,P00163,1,32.15,0.1,28.935
O0002688,P00082,1,31.14,0.26,23.0436
O0002688,P00108,1,28.33,0.12,24.9304
O0002689,P00144,1,19.24,0.28,13.852799999999998
O0002689,P00195,1,19.28,0.19,15.616800000000001
O0002689,P00198,1,18.79,0.09,17.0989
O0002689,P00154,4,19.25,0.11,68.53
O0002689,P00148,1,18.8,0.13,16.356
O0002690,P00057,3,18.72,0.25,42.12
O0002690,P00195,1,19.28,0.22,15.038400000000001
O0002690,P00154,1,19.25,0.11,17.1325
O0002690,P00144,2,19.24,0.01,38.0952
O0002690,P00129,3,18.4,0.04,52.992
O0002691,P00118,1,25.74,0.15,21.878999999999998
O0002691,P00031,2,31.06,0.01,61.498799999999996
O0002691,P00109,2,31.42,0.03,60.9548
O0002692,P00062,2,41.71,0.27,60.8966
O0002693,P00060,1,26.1,0.14,22.446
O0002693,P00025,3,22.22,0.27,48.6618
O0002693,P00004,4,19.84,0.01,78.5664
O0002694,P00195,4,19.28,0.1,69.408
O0002694,P00195,3,19.28,0.19,46.85040000000001
O0002694,P00189,1,18.44,0.17,15.305200000000001
O0002694,P00129,2,18.4,0.0,36.8
O0002694,P00129,3,18.4,0.11,49.128
O0002695,P00166,1,18.08,0.13,15.729599999999998
O0002695,P00166,1,18.08,0.05,17.176
O0002695,P00198,1,18.79,0.19,15.2199
O0002695,P00195,1,19.28,0.05,18.316
O0002695,P00195,1,19.28,0.19,15.616800000000001
O0002696,P00054,1,21.56,0.26,15.9544
O0002696,P00144,1,19.24,0.07,17.893199999999997
O0002696,P00158,1,24.19,0.15,20.5615
O0002696,P00128,1,23.84,0.06,22.409599999999998
O0002697,P00100,1,37.43,0.22,29.1954
O0002698,P00022,2,37.05,0.08,68.172
O0002699,P00016,3,41.58,0.24,94.80239999999999
O0002700,P00154,1,19.25,0.05,18.287499999999998
O0002700,P00195,2,19.28,0.3,26.992
O0002700,P00195,1,19.28,0.29,13.6888
O0002700,P00129,1,18.4,0.23,14.168
O0002700,P00198,1,18.79,0.18,15.4078
O0002701,P00112,1,33.74,0.18,27.666800000000002
O0002701,P00130,1,34.09,0.02,33.4082
O0002702,P00043,1,23.97,0.03,23.250899999999998
O0002702,P00001,6,27.51,0.2,132.048
O0002702,P00179,1,23.12,0.05,21.964
O0002703,P00189,1,18.44,0.28,13.2768
O0002703,P00166,1,18.08,0.29,12.836799999999998
O0002703,P00051,1,23.69,0.25,17.767500000000002
O0002703,P00021,2,24.11,0.18,39.540400000000005
O0002704,P00021,1,24.11,0.25,18.0825
O0002704,P00056,1,19.94,0.2,15.952000000000002
O0002704,P00050,2,20.14,0.07,37.4604
O0002704,P00020,1,24.87,0.08,22.8804
O0002704,P00130,2,34.09,0.28,49.089600000000004
O0002704,P00145,1,20.47,0.19,16.5807
O0002704,P00073,3,28.56,0.02,83.9664
O0002704,P00064,2,34.72,0.06,65.27359999999999
O0002705,P00077,1,38.23,0.1,34.407
O0002706,P00002,1,38.85,0.1,34.965
O0002706,P00129,1,18.4,0.1,16.56
O0002707,P00152,5,32.69,0.17,135.66349999999997
O0002708,P00184,1,36.06,0.15,30.651
O0002708,P00020,2,24.87,0.1,44.766000000000005
O0002708,P00172,1,20.51,0.03,19.8947
O0002708,P00089,1,19.74,0.14,16.976399999999998
O0002708,P00017,1,27.14,0.17,22.5262
O0002708,P00035,1,27.32,0.07,25.4076
O0002708,P00146,2,26.55,0.18,43.542
O0002708,P00005,1,34.49,0.01,34.1451
O0002709,P00192,3,39.14,0.18,96.2844
O0002710,P00052,1,31.26,0.3,21.882
O0002710,P00040,2,29.26,0.13,50.912400000000005
O0002710,P00055,1,32.04,0.05,30.438
O0002711,P00054,2,21.56,0.07,40.1016
O0002711,P00070,1,35.4,0.08,32.568
O0002712,P00195,1,19.28,0.15,16.388
O0002712,P00166,1,18.08,0.2,14.463999999999999
O0002712,P00166,2,18.08,0.12,31.8208
O0002712,P00144,1,19.24,0.29,13.660399999999997
O0002712,P00144,2,19.24,0.12,33.8624
O0002713,P00038,1,37.76,0.02,37.004799999999996
O0002713,P00173,1,34.29,0.02,33.6042
O0002713,P00062,1,41.71,0.1,37.539
O0002713,P00020,1,24.87,0.04,23.8752
O0002713,P00151,1,37.08,0.17,30.7764
O0002713,P00005,1,34.49,0.03,33.4553
O0002713,P00136,1,29.9,0.12,26.311999999999998
O0002713,P00128,1,23.84,0.27,17.4032
O0002713,P00055,1,32.04,0.29,22.748399999999997
O0002713,P00041,2,29.61,0.02,58.035599999999995
O0002714,P00077,1,38.23,0.29,27.143299999999996
O0002714,P00124,1,29.27,0.24,22.2452
O0002715,P00011,1,29.42,0.04,28.2432
O0002715,P00106,1,20.98,0.04,20.1408
O0002715,P00131,1,25.76,0.28,18.5472
O0002716,P00098,2,41.66,0.25,62.489999999999995
O0002717,P00162,1,21.43,0.23,16.5011
O0002717,P00025,1,22.22,0.16,18.6648
O0002717,P00065,1,29.33,0.17,24.343899999999998
O0002718,P00111,1,39.47,0.17,32.760099999999994
O0002718,P00004,2,19.84,0.05,37.696
O0002719,P00148,2,18.8,0.04,36.096
O0002719,P00139,3,27.0,0.28,58.32
O0002720,P00144,2,19.24,0.15,32.708
O0002720,P00189,2,18.44,0.2,29.504000000000005
O0002720,P00129,2,18.4,0.13,32.016
O0002720,P00154,1,19.25,0.02,18.865
O0002720,P00144,1,19.24,0.22,15.0072
O0002721,P00084,1,41.01,0.04,39.3696
O0002722,P00091,2,29.55,0.19,47.871
O0002722,P00094,1,29.79,0.11,26.513099999999998
O0002722,P00171,1,25.44,0.2,20.352000000000004
O0002723,P00145,1,20.47,0.11,18.2183
O0002723,P00098,1,41.66,0.01,41.243399999999994
O0002724,P00150,1,36.05,0.19,29.200499999999998
O0002724,P00140,2,33.26,0.14,57.20719999999999
O0002724,P00190,1,32.57,0.12,28.6616
O0002724,P00020,2,24.87,0.07,46.2582
O0002724,P00082,2,31.14,0.01,61.6572
O0002724,P00020,3,24.87,0.25,55.957499999999996
O0002724,P00085,2,36.47,0.05,69.29299999999999
O0002725,P00145,1,20.47,0.04,19.6512
O0002725,P00015,2,31.18,0.28,44.8992
O0002725,P00073,1,28.56,0.22,22.2768
O0002725,P00069,2,34.03,0.21,53.7674
O0002725,P00021,2,24.11,0.21,38.0938
O0002725,P00144,1,19.24,0.04,18.470399999999998
O0002726,P00123,1,22.11,0.09,20.1201
O0002726,P00038,1,37.76,0.23,29.0752
O0002726,P00126,2,26.12,0.13,45.4488
O0002726,P00146,1,26.55,0.24,20.178
O0002726,P00059,4,35.5,0.02,139.16
O0002726,P00127,1,34.04,0.24,25.8704
O0002727,P00096,3,21.71,0.06,61.222199999999994
O0002727,P00123,2,22.11,0.02,43.3356
O0002727,P00120,1,22.97,0.3,16.078999999999997
O0002727,P00172,2,20.51,0.17,34.0466
O0002728,P00050,1,20.14,0.16,16.9176
O0002728,P00145,2,20.47,0.04,39.3024
O0002728,P00137,1,21.74,0.22,16.9572
O0002728,P00117,1,23.7,0.3,16.59
O0002729,P00027,1,33.94,0.18,27.8308
O0002729,P00132,1,37.57,0.27,27.426099999999998
O0002730,P00192,1,39.14,0.03,37.9658
O0002731,P00038,1,37.76,0.25,28.32
O0002732,P00117,1,23.7,0.09,21.567
O0002732,P00023,2,32.1,0.01,63.558
O0002733,P00171,1,25.44,0.22,19.843200000000003
O0002733,P00080,3,37.94,0.21,89.9178
O0002733,P00133,1,41.85,0.18,34.31700000000001
O0002733,P00001,1,27.51,0.22,21.457800000000002
O0002733,P00150,2,36.05,0.01,71.37899999999999
O0002733,P00166,3,18.08,0.07,50.44319999999999
O0002734,P00030,1,38.65,0.07,35.9445
O0002734,P00064,3,34.72,0.23,80.2032
O0002735,P00153,1,22.09,0.08,20.3228
O0002735,P00189,1,18.44,0.27,13.4612
O0002735,P00182,2,23.7,0.21,37.446
O0002735,P00189,1,18.44,0.2,14.752000000000002
O0002736,P00102,5,40.58,0.21,160.291
O0002737,P00036,1,23.52,0.21,18.5808
O0002737,P00045,1,35.11,0.24,26.6836
O0002737,P00191,1,25.84,0.27,18.8632
O0002737,P00067,3,36.44,0.13,95.10839999999999
O0002737,P00122,4,37.36,0.18,122.5408
O0002737,P00057,2,18.72,0.15,31.823999999999998
O0002737,P00108,3,28.33,0.1,76.491
O0002738,P00070,1,35.4,0.12,31.151999999999997
O0002738,P00181,1,33.93,0.07,31.554899999999996
O0002738,P00083,1,36.37,0.06,34.187799999999996
O0002738,P00022,1,37.05,0.05,35.1975
O0002738,P00160,2,36.17,0.12,63.659200000000006
O0002738,P00168,1,29.23,0.08,26.8916
O0002739,P00041,3,29.61,0.22,69.2874
O0002739,P00042,1,27.21,0.06,25.5774
O0002739,P00148,5,18.8,0.04,90.24
O0002739,P00173,2,34.29,0.07,63.779399999999995
O0002739,P00013,4,24.15,0.18,79.212
O0002739,P00184,1,36.06,0.29,25.6026
O0002739,P00035,1,27.32,0.08,25.134400000000003
O0002739,P00193,2,37.11,0.07,69.02459999999999
O0002740,P00131,1,25.76,0.24,19.5776
O0002740,P00114,1,32.34,0.27,23.608200000000004
O0002740,P00074,2,30.48,0.12,53.644800000000004
O0002740,P00187,4,42.02,0.18,137.8256
O0002740,P00089,2,19.74,0.24,30.0048
