Date,Year,Month,Month_Name,Quarter,Quarter_Year,Ecommerce_Retail_Sales_Millions,Retail_Sales_Total_Millions,Retail_Food_Beverage_Stores,Retail_Grocery_Stores,Retail_Clothing_Stores,Retail_General_Merchandise,Retail_Misc_Store_Retailers,Retail_Electronic_Shopping,Unemployment_Rate,CPI_All_Items,Retail_Sales_Excl_Auto,Retail_Sales_Index,Consumer_Sentiment,Disposable_Income,Personal_Consumption_Expenditures,Ecommerce_Percent_Of_Total,Ecommerce_Retail_Sales_Millions_MoM_Change,Ecommerce_Retail_Sales_Millions_YoY_Change,Retail_Sales_Total_Millions_MoM_Change,Retail_Sales_Total_Millions_YoY_Change,Retail_Food_Beverage_Stores_MoM_Change,Retail_Food_Beverage_Stores_YoY_Change,Retail_Grocery_Stores_MoM_Change,Retail_Grocery_Stores_YoY_Change,Retail_Clothing_Stores_MoM_Change,Retail_Clothing_Stores_YoY_Change,Retail_General_Merchandise_MoM_Change,Retail_General_Merchandise_YoY_Change,Retail_Misc_Store_Retailers_MoM_Change,Retail_Misc_Store_Retailers_YoY_Change,Retail_Electronic_Shopping_MoM_Change,Retail_Electronic_Shopping_YoY_Change,Unemployment_Rate_MoM_Change,Unemployment_Rate_YoY_Change,CPI_All_Items_MoM_Change,CPI_All_Items_YoY_Change,Retail_Sales_Excl_Auto_MoM_Change,Retail_Sales_Excl_Auto_YoY_Change,Retail_Sales_Index_MoM_Change,Retail_Sales_Index_YoY_Change,Consumer_Sentiment_MoM_Change,Consumer_Sentiment_YoY_Change,Disposable_Income_MoM_Change,Disposable_Income_YoY_Change,Personal_Consumption_Expenditures_MoM_Change,Personal_Consumption_Expenditures_YoY_Change,Ecommerce_Percent_Of_Total_MoM_Change,Ecommerce_Percent_Of_Total_YoY_Change
2021-02-01,2021,2,February,1,2021Q1,227949.0,488805.0,480977.0,57967.0,15471.0,53139.0,9087.0,68942.0,6.2,263.573,544891.0,-2.6,76.8,16633.9,14984.4,46.63393377727314,0.0,45.26816895663923,-2.5516144209376312,9.11507862098524,-5.2510376590962355,2.177265852041943,-8.674554534999135,5.573059901287625,4.083692142088258,-16.764405229461453,-9.529079269953689,-2.4632440667388678,-4.327226784586225,0.34231448763251127,-7.26247965456478,34.48423845193509,-3.125,77.14285714285715,0.3556212139095738,1.667502410800381,-2.564061298571252,5.736324297052375,-181.25,-inf,-2.784810126582282,-23.96039603960396,-8.335491692612894,4.505302573381598,-0.6438351622849225,1.0152489584597468,2.6184265709229715,33.13299205990852
2021-03-01,2021,3,March,1,2021Q1,227949.0,539607.0,616389.0,63609.0,22898.0,64667.0,11647.0,83485.0,6.1,264.847,603581.0,10.4,84.9,20445.8,15712.4,42.243521674107264,0.0,45.26816895663923,10.393101543560324,28.186690232186894,28.153529170833536,31.69917184441957,9.733124018838302,-12.335997794928332,48.00594660978605,115.73393631053324,21.694047686256802,7.22967483045085,28.172114009023886,40.10585829423794,21.09454323924458,38.942515727457305,-1.6129032258064613,38.636363636363626,0.4833575517978028,2.623645747764214,10.770961531755896,28.88107378652387,-500.0,-273.3333333333333,10.546875000000021,-4.713804713804704,22.916453748068676,30.187393743353972,4.858386054830355,13.77140581441656,-9.414629535940044,13.32546982335867
2021-04-01,2021,4,April,2,2021Q2,236010.0,542199.0,612051.0,62593.0,22386.0,64490.0,11817.0,82666.0,6.1,266.625,608961.0,0.5,88.3,17335.4,15915.0,43.528298650495486,3.5363173341405263,13.405281771353895,0.48034958775553527,46.4231317648584,-0.7037763490263416,52.41983683471296,-1.5972582496187604,-0.5939619165594712,-2.236003144379417,750.8551881413912,-0.27370992933025695,18.768301442015513,1.4596033313299506,88.19875776397517,-0.9810145535126047,19.116990158359638,0.0,-58.7837837837838,0.6713309948762847,4.137373453318349,0.8913468117783596,51.849995511535354,-95.1923076923077,-104.16666666666667,4.004711425206109,22.980501392757667,-15.212904361776003,-3.853534625239874,1.289427458567749,30.08402537108481,3.041358592921739,-22.549613299166428
2021-05-01,2021,5,May,2,2021Q2,236010.0,536589.0,628079.0,66993.0,24962.0,68853.0,12192.0,80405.0,5.8,268.404,605282.0,-1.0,82.9,16836.3,15950.5,43.98338393071792,0.0,13.405281771353895,-1.034675460485912,22.520932420306107,2.6187360203643095,26.310507792860726,7.029540044413918,0.1494924730539804,11.50719199499688,197.06057360466497,6.765389982943093,8.31052383199622,3.173394262503182,43.70579915134372,-2.73510270244115,6.922964401122345,-4.91803278688524,-56.060606060606055,0.6672292545710334,4.9264665639830785,-0.6041437793224858,26.50919951760793,-300.0,-105.46448087431695,-6.11551528878821,14.661134163208867,-2.879079802023621,-1.6249474127051022,0.22306000628338207,20.365688930476832,1.0454929191615836,-7.440076131383922
2021-06-01,2021,6,June,2,2021Q2,236010.0,540152.0,620424.0,65591.0,23705.0,64987.0,12503.0,82163.0,5.9,270.71,611950.0,0.7,85.5,16757.8,16183.6,43.69325671292525,0.0,13.405281771353895,0.6640091392108305,15.962215543151558,-1.2187957247416281,18.44922287409625,-2.0927559595778633,5.149168790778957,-5.03565419437545,50.450621985275454,-5.614860645142549,7.862240663900422,2.5508530183727007,26.127307575910418,2.1864311920900548,12.954357987352205,1.7241379310344973,-46.36363636363636,0.8591526206762845,5.317418943207719,1.1016352708324462,18.128399847115475,-170.0,-89.0625,3.1363088057901,9.47503201024329,-0.46625446208490295,-1.6993694090042588,1.4613961944766718,15.261238675858934,-0.659629141426854,-2.204971472665773
2021-07-01,2021,7,July,3,2021Q3,232168.0,528600.0,618951.0,67853.0,24315.0,66591.0,12523.0,77942.0,5.4,271.965,601817.0,-2.1,81.2,16867.8,16223.5,43.9213015512675,-1.6278971230032635,9.319835197174807,-2.1386572668434023,12.021666846799883,-0.23741828169122625,14.76933061375858,3.4486438688234644,4.094563082965141,2.573296772832734,42.55980300187616,2.4681859448812737,9.387936132466002,0.15996160921378788,20.633850303438983,-5.137348928349739,4.192177098093741,-8.47457627118644,-47.058823529411754,0.46359572974770114,5.269167647240969,-1.6558542364572215,14.347791390527153,-400.0,-261.53846153846155,-5.029239766081872,12.00000000000001,0.6564107460406587,-1.9074425150327423,0.2465458859586267,13.420909129042634,0.5219222724471173,-2.4118830987581052
2021-08-01,2021,8,August,3,2021Q3,232168.0,532477.0,614172.0,67414.0,24108.0,67405.0,12515.0,82279.0,5.1,272.752,605533.0,0.7,70.3,16832.4,16390.6,43.601507670753854,0.0,9.319835197174807,0.7334468407113048,12.409013375667088,-0.772112816685,14.550988891292826,-0.6469868686719837,7.229318105902749,-0.8513263417643469,33.59933499584373,1.222387409710013,10.08492569002124,-0.06388245628043965,20.197848636189008,5.5643940365913025,10.628714335654932,-5.55555555555557,-39.28571428571429,0.28937547110843287,5.181323173271246,0.617463448191069,14.093285726398296,-133.33333333333331,74.99999999999997,-13.423645320197053,-5.128205128205121,-0.20986732116813345,1.8614446165763132,1.0299873640089885,13.391306754111065,-0.7281065661052022,-2.7481587870257007
2021-09-01,2021,9,September,3,2021Q3,232168.0,536651.0,589735.0,65925.0,21703.0,62592.0,12340.0,78307.0,4.7,273.942,609671.0,0.8,72.8,16641.8,16477.5,43.26238095149362,0.0,9.319835197174807,0.7838836231424118,11.176460839192703,-3.9788528295005343,13.051637972514186,-2.2087400243272937,9.201590193804865,-9.975941596150651,21.619501260857387,-7.1404198501594855,9.111827769545888,-1.3983220135836971,21.02785406041585,-4.8274772420666245,8.649563636868173,-7.843137254901955,-39.74358974358974,0.4362937760309826,5.363523425270289,0.6833649033165745,12.63047245345481,14.285714285714302,-57.89473684210527,3.5561877667140918,-9.452736318407972,-1.1323400109313098,0.15225829747540498,0.5301819335472802,12.27973343145672,-0.7777866807291756,-1.669980882646871
2021-10-01,2021,10,October,4,2021Q4,239825.0,545361.0,616909.0,68458.0,23350.0,68777.0,13059.0,84310.0,4.5,276.528,618573.0,1.6,71.7,16648.1,16694.0,43.97545845779218,3.2980427965955794,10.437004973291586,1.6230287468019355,13.436558137793476,4.607832331470907,13.560623074062761,3.8422449753507726,9.750545081441576,7.588812606552087,22.591484223237245,9.881454498977504,11.332880082880092,5.826580226904365,18.599582235945867,7.6659813298938895,9.51626311960927,-4.255319148936176,-34.78260869565217,0.9439954442911347,6.226591220771449,1.4601317759906474,14.73881219927511,100.0,-500.0,-1.5109890109890056,-12.347188264058673,0.037856481870957026,0.5751258087706601,1.3139129115460557,13.364117886730952,1.6482622791798462,-2.6442561496429318
2021-11-01,2021,11,November,4,2021Q4,239825.0,551082.0,632541.0,67787.0,27451.0,71468.0,12664.0,101649.0,4.2,278.824,624874.0,1.0,67.4,16598.3,16849.0,43.5189318468032,0.0,10.437004973291586,1.0490299086293398,15.270070427690818,2.5339231556031683,18.475335314974117,-0.9801630196616951,8.699207850934854,17.563169164882233,35.916225181957714,3.912645215697097,11.092457874774597,-3.024733899992338,23.262604633054316,20.565769185150053,13.540049370580931,-6.666666666666665,-37.31343283582089,0.830295666261649,6.865559520296194,1.0186348256390199,17.0305333360802,-37.5,-266.6666666666667,-5.997210599721059,-12.353706111833551,-0.29913323442314343,1.514929115751107,0.9284772972325328,14.580854001047271,-1.0381395146275896,-4.1928190348691
2021-12-01,2021,12,December,4,2021Q4,239825.0,547277.0,687531.0,72364.0,37490.0,84073.0,13631.0,108286.0,3.9,280.806,619938.0,-0.7,70.6,16525.4,16905.5,43.82150172581709,0.0,10.437004973291586,-0.6904598589683619,12.62025438883505,8.693507614526164,14.655764715299636,6.752032100550243,10.378279438682124,36.57061673527375,23.221035332785544,17.637264230144957,11.983856358889655,7.635818066961475,14.239021119678185,6.529331326427212,6.5838558225144395,-7.142857142857151,-41.7910447761194,0.7108426821220482,7.159457345112474,-0.7899192477203387,15.112859020922919,-170.0,-143.75,4.7477744807121525,-12.515489467162343,-0.43920160498363003,0.8187320025379474,0.3353314736779689,14.016037983989005,0.6952603526185097,-1.9385939300097133
2022-01-01,2022,1,January,1,2022Q1,243978.0,560257.0,571405.0,68645.0,17137.0,61516.0,10794.0,84246.0,4.0,282.542,631509.0,2.4,67.2,16143.2,17017.8,43.547514801243004,1.7316793495256944,7.031836068594299,2.3717422804174104,11.693088571861466,-16.890292946790765,12.562619057468694,-5.139295782433251,8.148346541048944,-54.28914377167244,15.29198062432724,-26.830254659641028,4.73304276763824,-20.812853055535175,13.64497789008212,-22.200469128049793,13.323737910439725,2.564102564102577,-37.5,0.6182204083958309,7.578082463000535,1.866476970277664,12.92473579743576,-442.8571428571429,-25.00000000000001,-4.815864022662875,-14.936708860759495,-2.3128033209483645,-11.039594412145593,0.6642808553429358,12.838908596624998,-0.6252339919530225,-4.1732685189990075
2022-02-01,2022,2,February,1,2022Q1,243978.0,563777.0,564376.0,62914.0,19345.0,59714.0,10722.0,78993.0,3.8,284.525,638101.0,0.6,62.8,16143.0,17136.1,43.275621389308185,0.0,7.031836068594299,0.6282830915097959,15.337813647569076,-1.2301257426868828,17.339498562301326,-8.348750819433315,8.534165990994879,12.884402170741671,25.04039816430741,-2.929319201508551,12.373209883513049,-0.6670372429127269,17.99273687685705,-6.235310875293787,14.578921412201563,-5.000000000000004,-38.70967741935485,0.7018425579205845,7.949220898953979,1.0438489396033868,17.10617352828363,-75.0,-123.07692307692308,-6.547619047619058,-18.229166666666664,-0.0012389117399314031,-2.951202063256375,0.6951544853036173,14.359600651344051,-0.6243603410568399,-7.201434912191806
2022-03-01,2022,3,March,1,2022Q1,243978.0,574485.0,663886.0,69207.0,24310.0,66968.0,12686.0,89664.0,3.7,287.467,651027.0,1.9,59.4,16065.5,17371.4,42.46899396851093,0.0,7.031836068594299,1.8993325375104009,6.46359294820118,17.631862446312386,7.705685857469868,10.002543154146926,8.800641418667166,25.665546652881876,6.166477421608874,12.147905013899596,3.558229081293396,18.317478082447302,8.920752125010733,13.508791918271235,7.401329580164107,-2.631578947368407,-39.344262295081954,1.0340040418240992,8.540780148538584,2.025698126158715,7.860751083947304,216.66666666666666,-81.73076923076923,-5.414012738853502,-30.03533568904594,-0.4800842470420563,-21.423959933091385,1.3731245732693242,10.558539752042995,-1.8639303027929377,0.5337440759392686
2022-04-01,2022,4,April,2,2022Q2,247967.0,580943.0,663353.0,69280.0,24428.0,70220.0,12914.0,87921.0,3.7,288.582,660194.0,1.1,65.2,16063.7,17493.8,42.68353349640154,1.634983482117236,5.066310749544511,1.1241372707729624,7.14571587184778,-0.08028486818519864,8.381981240125413,0.10548065947086904,10.68330324477178,0.4853969559851956,9.121772536406692,4.856050651057231,8.885098464878283,1.7972568185401272,9.28323601590928,-1.9439239828693777,6.356906104081483,0.0,-39.344262295081954,0.3878706077567129,8.235161744022502,1.408082921292042,8.413182453391933,-42.10526315789473,120.00000000000001,9.764309764309775,-26.160815402038494,-0.011204133080200407,-7.335856109463879,0.7046064220500137,9.920201068174684,0.5051674359173308,-1.9407263327171909
2022-05-01,2022,5,May,2,2022Q2,247967.0,579844.0,685755.0,72406.0,25313.0,73582.0,13921.0,91219.0,3.6,291.299,659847.0,-0.2,58.4,16049.1,17569.9,42.764433192375876,0.0,5.066310749544511,-0.18917518586161197,8.061104495246818,3.377085804993718,9.182921256720888,4.51212471131639,8.079948651351643,3.622891763550018,1.4061373287396872,4.787809740814586,6.868255558944414,7.797738888028505,14.18143044619422,3.751094732771465,13.449412349978228,-2.7027027027027084,-37.93103448275862,0.9415001628653163,8.530051713089225,-0.052560308030669134,9.014806321681457,-118.18181818181819,-80.0,-10.429447852760742,-29.553679131483722,-0.09088815154665308,-4.675611624881948,0.435011261132523,10.152659791229123,0.1895337366601968,-2.7713891688327608
2022-06-01,2022,6,June,2,2022Q2,247967.0,585556.0,676507.0,71739.0,23552.0,72052.0,13818.0,87461.0,3.6,295.072,666113.0,1.0,50.0,16015.9,17747.6,42.34727336070333,0.0,5.066310749544511,0.9850925421320156,8.405782076156342,-1.3485865943376307,9.03946333475172,-0.9211943761566754,9.373237181930438,-6.9568996167976955,-0.6454334528580463,-2.079312875431494,10.871405050240824,-0.7398893757632363,10.517475805806598,-4.119755752639254,6.448157929968468,0.0,-38.98305084745763,1.2952327333770608,8.999298141923106,0.9496140772027539,8.850886510335808,-600.0,42.85714285714286,-14.383561643835618,-41.52046783625731,-0.20686518247129415,-4.427192113523248,1.0113887956106682,9.664104401987196,-0.9754831305630707,-3.080528789752013
2022-07-01,2022,7,July,3,2022Q3,251988.0,579267.0,668681.0,73433.0,23733.0,72291.0,13128.0,88753.0,3.5,294.94,659550.0,-1.1,51.5,16219.1,17744.0,43.50118339211452,1.6215867433972964,8.536921539574793,-1.074021955201554,9.585130533484687,-1.1568246891754286,8.034561701976406,2.3613376266744757,8.223659970819263,0.7685122282608647,-2.3935842072794533,0.33170487980902497,8.559715276839208,-4.993486756404685,4.831110756208568,1.4772298510193016,13.870570424161555,-2.777777777777779,-35.18518518518518,-0.04473484437697017,8.447778206754553,-0.9852682652943257,9.593115515181516,-210.0,-47.61904761904761,3.0000000000000027,-36.57635467980296,1.268739190429513,-3.8457890181292087,-0.02028443282471315,9.372206983696497,2.7248744484266396,-0.9565248394622139
2022-08-01,2022,8,August,3,2022Q3,251988.0,581196.0,681118.0,72174.0,24772.0,73219.0,13731.0,92133.0,3.6,295.162,663566.0,0.3,58.2,16314.4,17897.5,43.35680218033159,0.0,8.536921539574793,0.3330070589210088,9.149503171028982,1.8599302208377466,10.90020385168975,-1.714488036713735,7.0608478950959785,4.377870475708923,2.7542724406835806,1.2837005989680517,8.625472887767959,4.593235831809861,9.716340391530153,3.808321972215034,11.97632445703034,2.857142857142869,-29.411764705882348,0.07526954634839989,8.216255059541266,0.608900007580937,9.583788166788597,-127.27272727272727,-57.14285714285714,13.00970873786409,-17.211948790896148,0.5875788422292194,-3.077398350799654,0.8650811541929704,9.193684184837657,-0.3319018024900422,-0.5612317176509007
2022-09-01,2022,9,September,3,2022Q3,251988.0,579446.0,643800.0,70554.0,22359.0,69325.0,12967.0,87472.0,3.5,296.421,661854.0,-0.3,58.6,16372.3,17987.2,43.48774519109632,0.0,8.536921539574793,-0.30110324227970997,7.974456397174334,-5.478933165765698,9.167677007469454,-2.244575608945054,7.021615472127407,-9.74083642822542,3.0226236004239126,-5.31829170024174,10.756965746421265,-5.564052144781884,5.081037277147482,-5.05899080676847,11.703934514155812,-2.777777777777779,-25.531914893617024,0.4265454225137466,8.205751582451759,-0.2579999578037451,8.559206522862329,-200.0,-137.5,0.6872852233676952,-19.505494505494504,0.35490119158534394,-1.6194161689240372,0.5011873166643532,9.162190866332875,0.30201261204667595,0.5209242640976885
2022-10-01,2022,10,October,4,2022Q4,252656.0,585006.0,665357.0,72959.0,23409.0,73788.0,13365.0,91560.0,3.6,297.979,668671.0,1.0,59.9,16424.3,18096.2,43.18861686888681,0.26509198850739324,5.350151151881577,0.9595372131311564,7.269496718687263,3.3484001242621853,7.853346279597151,3.408736570570059,6.57483420491396,4.696095532000544,0.2526766595289054,6.43779300396683,7.285865914477219,3.0693298372792555,2.3432115782219265,4.673495518565951,8.59921717471237,2.857142857142869,-19.999999999999996,0.5256037865063456,7.757261470809462,1.0299854650723583,8.098963258984782,-433.33333333333337,-37.5,2.2184300341296925,-16.457461645746175,0.31760962112836744,-1.3442975474678764,0.6059864792741454,8.399424943093337,-0.6878450949688641,-1.7892743282269197
2022-11-01,2022,11,November,4,2022Q4,252656.0,576356.0,666992.0,73557.0,27000.0,77022.0,12371.0,106204.0,3.6,298.708,659458.0,-1.5,56.7,16436.5,18094.0,43.83679531400732,0.0,5.350151151881577,-1.4786173133267022,4.586250322093632,0.24573274197159378,5.446445368758712,0.819638427061764,8.511956569843782,15.340253748558252,-1.6429273979089998,4.382826475849733,7.771310236749307,-7.4373363262252195,-2.3136449778900836,15.993883792048935,4.4811065529419825,0.0,-14.28571428571429,0.24464811278648302,7.131380368978291,-1.3778076213863066,5.534555766442506,-250.0,-250.0,-5.342237061769605,-15.875370919881304,0.07428018241264489,-0.974798623955464,-0.012157248483113392,7.389162561576357,1.500808528062536,0.7304027321329398
2022-12-01,2022,12,December,4,2022Q4,252656.0,569119.0,722313.0,77566.0,37932.0,90625.0,13362.0,115096.0,3.5,298.808,651763.0,-1.3,59.8,16497.5,18134.6,44.394230380640956,0.0,5.350151151881577,-1.2556475511662946,3.9910319637039393,8.294102477990739,5.058971886358576,5.450195086803422,7.188657343430438,40.48888888888889,1.1789810616164242,17.66118771260159,7.793227314357765,8.01067011559291,-1.973442887535759,8.372566005046899,6.288901612396791,-2.777777777777779,-10.256410256410254,0.03347750980888797,6.410831677385809,-1.1668673365096804,5.133577873916417,-13.33333333333333,85.71428571428574,5.467372134038784,-15.29745042492917,0.3711252395582898,-0.16883101165479086,0.224383773626613,7.270414953713278,1.2716145480997643,1.3069580737039121
2023-01-01,2023,1,January,1,2023Q1,262965.0,591964.0,616100.0,71401.0,18427.0,66096.0,11380.0,92578.0,3.5,300.456,680253.0,4.0,64.9,16808.5,18475.2,44.42246487962106,4.080251409030455,7.782259056144403,4.01409898457088,5.659367040483199,-14.704567133638747,7.8219476553407885,-7.948070030683551,4.014859057469589,-51.4209638300116,7.52757192040614,-27.06648275862069,7.445217504389112,-14.833108816045504,5.428942004817494,-19.56453742962396,9.890083802198335,0.0,-12.5,0.5515247249069821,6.340296309929161,4.3712208272025155,7.718654841023653,-407.6923076923077,66.66666666666667,8.528428093645491,-3.4226190476190466,1.88513411122897,4.1212399028693225,1.8781776272980943,8.563974191728674,0.06359947844127856,2.0091848693810643
2023-02-01,2023,2,February,1,2023Q1,262965.0,586165.0,595432.0,66738.0,19902.0,64073.0,10959.0,86249.0,3.6,301.476,672152.0,-1.0,66.9,16879.1,18532.1,44.861941603473426,0.0,7.782259056144403,-0.9796203823205452,3.971073669198999,-3.35465021912027,5.502714502388484,-6.530720858251282,6.0781384111644465,8.004558528246598,2.879296975962786,-3.060699588477367,7.299795692802369,-3.6994727592267185,2.2104085058757716,-6.836397416232797,9.185624042636697,2.857142857142869,-5.263157894736836,0.33948398434380245,5.957648712766894,-1.1908804518318883,5.336302560252992,-125.0,-266.6666666666667,3.081664098613257,6.52866242038217,0.4200255822946586,4.559871151582717,0.3079804278167453,8.146544429595991,0.9893118831728165,3.665620881314857
2023-03-01,2023,3,March,1,2023Q1,262965.0,578812.0,679701.0,72628.0,23641.0,69271.0,12540.0,97356.0,3.5,301.643,665071.0,-1.3,62.0,16968.0,18511.3,45.43185006530618,0.0,7.782259056144403,-1.254424948606625,0.7531963410706943,14.152581655000063,2.382186098215655,8.825556654379806,4.943141589723576,18.787056577228412,-2.751953928424522,8.112621541054743,3.4389559192450125,14.426498768135776,-1.1508749802932372,12.877830467599626,8.578693790149883,-2.777777777777779,-5.405405405405405,0.05539412755906081,4.931348641757127,-1.0534819505111925,2.1572069975592356,30.000000000000004,-168.42105263157893,-7.324364723467869,4.3771043771043905,0.526686849417346,5.6176278360461795,-0.11223768488189956,6.561935134761732,1.2703606697856973,6.976515852935172
2023-04-01,2023,4,April,2,2023Q2,269738.0,583874.0,661990.0,71428.0,23422.0,71791.0,12634.0,94489.0,3.4,302.858,670494.0,0.9,63.7,16983.3,18638.7,46.197981071258525,2.5756279352765477,8.779797311739056,0.87454994022238,0.5045245402733212,-2.6057045671552648,-0.2054712950721571,-1.6522553285234332,3.100461893764428,-0.926356753098434,-4.11822498771901,3.6378859840337174,2.23725434349189,0.7496012759170556,-2.168189561715972,-2.9448621553884724,7.470342694009391,-2.857142857142858,-8.108108108108114,0.4027940313549472,4.946947488062325,0.8154016638824979,1.5601474718037522,-169.23076923076923,-18.181818181818187,2.741935483870983,-2.300613496932513,0.09016973125883787,5.724708504267384,0.6882282713801979,6.544604374121121,1.686330195338881,8.233731575089198
2023-05-01,2023,5,May,2,2023Q2,269738.0,586286.0,708199.0,74526.0,25160.0,74494.0,14071.0,102711.0,3.6,303.316,673902.0,0.4,59.0,17041.9,18676.4,46.007921048771415,0.0,8.779797311739056,0.4131028269797943,1.1109884727616315,6.9803169232163675,3.2728890055486293,4.33723469787759,2.9279341491036615,7.420374007343522,-0.6044325050369337,3.7650959033862286,1.239433557119951,11.374069969922429,1.0775087996552024,8.70154197843136,12.598252557033085,5.882352941176472,0.0,0.15122598709624846,4.125314539356473,0.5082819533060778,2.1300392363684306,-55.55555555555556,-300.0,-7.378335949764525,1.0273972602739656,0.34504483816455433,6.186016661370419,0.20226732551089643,6.297702320445753,-0.4114033082829982,7.584545413719623
2023-06-01,2023,6,June,2,2023Q2,269738.0,588670.0,688753.0,72344.0,23528.0,73136.0,13919.0,97512.0,3.6,304.099,677117.0,0.4,64.2,17050.3,18742.1,45.82159783919683,0.0,8.779797311739056,0.4066274821503457,0.5318022529015254,-2.7458383872329684,1.8101808259190166,-2.927837264847166,0.843334866669454,-6.486486486486487,-0.10190217391304879,-1.8229656079684298,1.5044689946150047,-1.0802359462724787,0.7309306701404061,-5.0617752723661535,11.491979282194343,0.0,0.0,0.2581466193672721,3.0592533347792994,0.4770723339595273,1.6519719627150264,0.0,-60.0,8.813559322033893,28.400000000000002,0.049290278666092036,6.458581784351791,0.35178085712448404,5.603574567828895,-0.4049807192484711,8.20436406589884
2023-07-01,2023,7,July,3,2023Q3,275176.0,589257.0,683349.0,74151.0,24075.0,73495.0,12966.0,100760.0,3.5,304.615,678424.0,0.1,71.5,17061.6,18850.5,46.69880883892767,2.016030370211097,9.202025493277466,0.09971630964717981,1.7245933222503673,-0.7846063828397143,2.1935721218338866,2.497788344575924,0.9777620415889254,2.3248894933695974,1.4410314751611697,0.4908663312185535,1.6654908633163101,-6.846756232487971,-1.2340036563071255,3.330872097793103,13.528556781179235,-2.777777777777779,0.0,0.16968158395787025,3.28032820234625,0.19302424839429122,2.861648093397018,-75.0,-109.09090909090908,11.370716510903423,38.834951456310684,0.06627449370391059,5.194492912677018,0.5783770228523055,6.235910730387739,1.9144050864600137,7.350663125621515
2023-08-01,2023,8,August,3,2023Q3,275176.0,595191.0,705135.0,74166.0,25772.0,75253.0,12953.0,102108.0,3.7,306.138,684755.0,1.0,69.4,17085.8,18911.6,46.23322597283897,0.0,9.202025493277466,1.0070308880505419,2.4079656432597574,3.1881220284217804,3.526114417766091,0.020228992191606565,2.7599966747027915,7.048805815160963,4.036815759728718,2.391999455745286,2.7779674674606403,-0.10026222427887976,-5.666011215497779,1.3378324732036484,10.826739604701906,5.714285714285716,2.77777777777779,0.49997537875678955,3.7186358677607556,0.933192221973278,3.1932015805511416,900.0,233.33333333333334,-2.9370629370629286,19.243986254295532,0.141838983448217,4.728338155249356,0.32412933343941575,5.666154490850661,-0.9969908819185802,6.634307992881094
2023-09-01,2023,9,September,3,2023Q3,275176.0,598956.0,669120.0,72032.0,22573.0,70778.0,13009.0,95827.0,3.8,307.374,689403.0,0.6,67.8,17101.1,19024.9,45.94260680250302,0.0,9.202025493277466,0.6325700489422825,3.367009177731828,-5.107532600140397,3.932898415657027,-2.8773292344200896,2.09484933526094,-12.412695949092035,0.9571089941410538,-5.946606779796159,2.095924990984499,0.4323322782366912,0.32389912855710357,-6.15132996435147,9.551627949515273,2.7027027027026973,8.571428571428562,0.4037394900339164,3.6950823322234427,0.6787829223591002,4.16239835371548,-40.0,-300.0,-2.3054755043227737,15.699658703071663,0.08954804574559105,4.451420997660671,0.5991031959220905,5.769102472869592,-0.6285937531304464,5.644950320186548
2023-10-01,2023,10,October,4,2023Q4,276781.0,595517.0,685078.0,72725.0,23143.0,73659.0,13853.0,105092.0,3.9,307.653,686148.0,-0.6,63.8,17152.8,19069.5,46.47743053514845,0.5832630752681922,9.548556139573172,-0.5741657150107882,1.7967337087140933,2.384923481587764,2.9639727244171077,0.9620724122612279,-0.32072808015460863,2.525140654764546,-1.1363150924857957,4.070473876063185,-0.17482517482517723,6.487816127296497,3.6513280957725325,9.668465046385677,14.779379641764967,2.6315789473684292,8.333333333333325,0.09076890042749586,3.2465375076767167,-0.47214764078484794,2.613691935196827,-200.0,-160.0,-5.899705014749268,6.510851419031716,0.30231973381829036,4.435501056361613,0.23442961592439193,5.378477249367264,1.16411272643826,7.615001138484967
2023-11-01,2023,11,November,4,2023Q4,276781.0,593567.0,694957.0,74018.0,27490.0,77597.0,13113.0,120381.0,3.7,308.087,685328.0,-0.3,61.3,17229.4,19151.0,46.63011926202097,0.0,9.548556139573172,-0.3274465716343933,2.9861752111542073,1.4420255795690506,4.192703960467292,1.777930560330021,0.6267248528352143,18.78321738754698,1.8148148148148247,5.346257755331996,0.7465399496247915,-5.341803219519237,5.997898310565031,14.548205381951052,13.348838085194537,-5.128205128205121,2.77777777777779,0.14106802143973862,3.139855644977696,-0.1195077446848214,3.922918517934426,-50.0,-80.0,-3.9184952978056464,8.112874779541436,0.4465743202276107,4.824019712225858,0.42738404258109153,5.841715485796395,0.3285223066646248,6.3720988909084175
2023-12-01,2023,12,December,4,2023Q4,276781.0,594256.0,751657.0,77484.0,39318.0,92364.0,13724.0,129134.0,3.8,308.735,686277.0,0.1,69.7,17267.4,19289.9,46.57605476427668,0.0,9.548556139573172,0.11607788168817024,4.416826709352528,8.158778169009029,4.062504759017216,4.682644762084909,-0.10571642214372012,43.02655511094944,3.6539069914584,19.030374885627023,1.9188965517241474,4.659498207885315,2.7091752731627006,7.271080984540745,12.196774866198655,2.7027027027026973,8.571428571428562,0.21033019893732519,3.322200208829762,0.1384738402633534,5.295483174098559,-133.33333333333334,-107.6923076923077,13.7030995106036,16.555183946488295,0.2205532403914301,4.666767692074569,0.725288496684251,6.370694694120638,-0.11594329716485552,4.914657524026267
