order_id,customer_id,order_date,status,payment_method,subtotal,tax,shipping,loyalty_discount,total
ORD00012712,C103406,2020-06-09 06:12:48,completed,credit_card,80.82,6.47,0.0,0.0,87.29
ORD00012713,C103406,2019-01-04 17:49:54,completed,credit_card,234.17,18.73,0.0,0.0,252.9
ORD00012714,C103407,2018-10-02 11:09:15,completed,credit_card,265.09,21.21,0.0,0.0,286.3
ORD00012715,C103407,2020-02-17 11:44:51,completed,credit_card,192.44,15.4,0.0,0.0,207.84
ORD00012716,C103407,2018-12-17 09:01:49,completed,credit_card,539.22,43.14,0.0,0.0,582.36
ORD00012717,C103407,2018-10-31 18:52:24,completed,credit_card,155.21,12.42,0.0,0.0,167.63
ORD00012718,C103407,2022-06-24 10:35:36,completed,credit_card,112.84,9.03,0.0,0.0,121.87
ORD00012719,C103408,2023-05-24 04:05:33,completed,credit_card,190.31,15.23,0.0,19.03,186.51
ORD00012720,C103408,2021-09-04 02:04:59,completed,bank_transfer,269.33,21.55,0.0,0.0,290.88
ORD00012721,C103408,2021-03-04 23:45:26,completed,credit_card,38.69,3.1,0.0,0.0,41.79
ORD00012722,C103408,2021-08-02 19:16:53,completed,credit_card,203.03,16.24,0.0,0.0,219.27
ORD00012723,C103409,2021-03-07 09:53:08,completed,credit_card,147.28,11.78,0.0,0.0,159.06
ORD00012724,C103409,2021-05-11 12:43:17,completed,paypal,325.77,26.06,0.0,0.0,351.83
ORD00012725,C103409,2020-12-25 02:48:11,completed,paypal,265.82,21.27,0.0,0.0,287.09
ORD00012726,C103409,2021-10-28 11:24:54,completed,credit_card,88.96,7.12,0.0,0.0,96.08
ORD00012727,C103409,2021-04-13 10:19:10,completed,paypal,340.53,27.24,0.0,0.0,367.77
ORD00012728,C103410,2024-12-05 07:33:31,completed,credit_card,45.3,3.62,0.0,4.53,44.38
ORD00012729,C103411,2021-06-22 03:28:25,completed,paypal,42.75,3.42,0.0,0.0,46.17
ORD00012730,C103411,2020-04-25 05:53:36,completed,bank_transfer,191.53,15.32,0.0,0.0,206.85
ORD00012731,C103412,2023-07-28 15:54:07,completed,credit_card,303.43,24.27,0.0,0.0,327.7
ORD00012732,C103412,2021-11-23 19:26:37,completed,paypal,40.22,3.22,0.0,0.0,43.44
ORD00012733,C103412,2022-04-24 22:27:34,completed,credit_card,135.9,10.87,0.0,0.0,146.77
ORD00012734,C103412,2022-10-08 21:04:52,completed,credit_card,300.59,24.05,0.0,0.0,324.64
ORD00012735,C103413,2018-09-17 23:56:52,completed,credit_card,120.35,9.63,0.0,0.0,129.98
ORD00012736,C103413,2019-03-26 06:39:13,completed,credit_card,98.97,7.92,0.0,9.9,96.99
ORD00012737,C103413,2021-07-10 04:38:06,completed,credit_card,294.53,23.56,0.0,0.0,318.09
ORD00012738,C103413,2021-04-04 21:55:57,completed,credit_card,221.43,17.71,0.0,0.0,239.14
ORD00012739,C103414,2021-07-11 03:07:27,completed,credit_card,155.06,12.4,0.0,0.0,167.46
ORD00012740,C103414,2021-05-12 04:31:22,completed,credit_card,247.98,19.84,0.0,0.0,267.82
ORD00012741,C103414,2018-07-26 10:49:37,completed,paypal,51.81,4.15,0.0,0.0,55.96
ORD00012742,C103414,2020-06-11 02:58:07,completed,credit_card,154.12,12.33,0.0,0.0,166.45
ORD00012743,C103415,2022-04-23 08:20:31,completed,credit_card,319.8,25.58,0.0,0.0,345.38
ORD00012744,C103415,2022-02-25 04:08:43,completed,paypal,171.33,13.71,0.0,0.0,185.04
ORD00012745,C103415,2021-11-03 22:21:55,completed,credit_card,123.88,9.91,0.0,0.0,133.79
ORD00012746,C103415,2024-12-04 10:57:43,completed,credit_card,84.76,6.78,0.0,0.0,91.54
ORD00012747,C103416,2024-02-12 20:28:33,completed,paypal,424.88,33.99,0.0,0.0,458.87
ORD00012748,C103416,2024-02-26 17:52:39,completed,paypal,262.71,21.02,0.0,0.0,283.73
ORD00012749,C103417,2022-02-10 23:55:51,completed,paypal,147.72,11.82,0.0,0.0,159.54
ORD00012750,C103417,2021-10-09 02:27:01,completed,credit_card,208.57,16.69,0.0,0.0,225.26
ORD00012751,C103418,2021-06-28 13:32:56,completed,credit_card,164.87,13.19,0.0,0.0,178.06
ORD00012753,C103418,2019-09-29 21:08:24,completed,credit_card,182.3,14.58,0.0,0.0,196.88
ORD00012754,C103419,2021-12-17 06:37:26,completed,credit_card,67.77,5.42,0.0,0.0,73.19
ORD00012755,C103419,2022-02-03 18:34:30,completed,credit_card,23.31,1.86,3.58,0.0,28.75
ORD00012756,C103419,2021-04-23 09:58:45,completed,paypal,340.68,27.25,0.0,0.0,367.93
ORD00012757,C103420,2022-09-20 10:12:08,completed,credit_card,317.34,25.39,0.0,0.0,342.73
ORD00012758,C103420,2022-09-15 13:43:02,completed,credit_card,174.68,13.97,0.0,0.0,188.65
ORD00012759,C103420,2023-02-27 10:26:55,completed,paypal,70.05,5.6,0.0,0.0,75.65
ORD00012760,C103420,2022-11-24 05:33:50,completed,credit_card,50.21,4.02,0.0,0.0,54.23
ORD00012761,C103421,2019-12-04 11:39:45,completed,paypal,275.65,22.05,0.0,0.0,297.7
ORD00012762,C103421,2019-10-15 10:01:56,completed,paypal,156.85,12.55,0.0,0.0,169.4
ORD00012763,C103422,2020-10-22 06:32:58,completed,credit_card,30.54,2.44,3.58,0.0,36.56
ORD00012764,C103422,2022-06-21 10:42:21,completed,credit_card,70.33,5.63,0.0,0.0,75.96
ORD00012765,C103422,2024-05-14 09:07:19,completed,credit_card,98.93,7.91,0.0,9.89,96.95
ORD00012766,C103422,2022-04-07 01:12:16,completed,credit_card,298.09,23.85,0.0,29.81,292.13
ORD00012767,C103423,2024-05-01 22:26:31,completed,paypal,110.79,8.86,0.0,0.0,119.65
ORD00012768,C103423,2024-05-05 03:36:12,completed,paypal,51.53,4.12,0.0,0.0,55.65
ORD00012769,C103424,2023-02-13 17:03:30,completed,credit_card,118.25,9.46,0.0,0.0,127.71
ORD00012771,C103424,2023-10-02 15:03:16,completed,bank_transfer,195.44,15.64,0.0,0.0,211.08
ORD00012772,C103424,2023-05-18 17:39:58,completed,credit_card,316.66,25.33,0.0,31.67,310.32
ORD00012773,C103425,2022-02-22 17:05:30,completed,credit_card,153.9,12.31,0.0,0.0,166.21
ORD00012774,C103425,2021-04-22 16:43:15,completed,paypal,188.14,15.05,0.0,0.0,203.19
ORD00012775,C103425,2020-08-12 14:36:59,completed,bank_transfer,235.26,18.82,0.0,0.0,254.08
ORD00012776,C103425,2021-10-10 14:05:41,completed,credit_card,221.4,17.71,0.0,0.0,239.11
ORD00012777,C103426,2020-09-07 13:53:39,completed,credit_card,169.79,13.58,0.0,0.0,183.37
ORD00012778,C103426,2019-12-27 02:13:14,completed,bank_transfer,299.27,23.94,0.0,0.0,323.21
ORD00012779,C103426,2021-09-07 06:53:10,completed,credit_card,150.33,12.03,0.0,0.0,162.36
ORD00012780,C103427,2024-02-26 16:30:31,completed,credit_card,171.68,13.73,0.0,17.17,168.24
ORD00012781,C103427,2023-03-05 06:18:13,completed,credit_card,188.72,15.1,0.0,18.87,184.95
ORD00012782,C103427,2023-10-17 13:20:32,completed,credit_card,91.71,7.34,0.0,0.0,99.05
ORD00012783,C103427,2023-08-22 09:35:00,completed,bank_transfer,293.85,23.51,0.0,0.0,317.36
ORD00012784,C103428,2021-11-13 22:03:30,completed,credit_card,444.35,35.55,0.0,44.44,435.46
ORD00012785,C103428,2021-03-14 10:53:02,completed,paypal,95.81,7.66,0.0,0.0,103.47
ORD00012786,C103428,2022-01-01 23:21:53,completed,credit_card,272.22,21.78,0.0,0.0,294.0
ORD00012787,C103429,2022-11-27 05:05:02,completed,credit_card,177.91,14.23,0.0,0.0,192.14
ORD00012788,C103429,2022-05-31 06:44:25,completed,credit_card,42.72,3.42,0.0,0.0,46.14
ORD00012790,C103429,2023-05-21 03:24:36,completed,credit_card,136.1,10.89,0.0,0.0,146.99
ORD00012791,C103430,2024-10-23 18:19:23,completed,paypal,455.82,36.47,0.0,0.0,492.29
ORD00012792,C103431,2022-08-03 06:39:57,completed,credit_card,226.89,18.15,0.0,0.0,245.04
ORD00012793,C103431,2024-02-14 21:04:16,completed,bank_transfer,79.95,6.4,0.0,8.0,78.35
ORD00012794,C103431,2022-10-13 03:22:05,completed,credit_card,74.22,5.94,0.0,0.0,80.16
ORD00012795,C103432,2023-10-16 15:10:39,completed,credit_card,54.37,4.35,0.0,5.44,53.28
ORD00012796,C103432,2023-06-23 14:18:12,completed,credit_card,32.44,2.59,3.28,0.0,38.3
ORD00012797,C103432,2021-01-26 13:25:14,completed,credit_card,215.06,17.2,0.0,0.0,232.26
ORD00012798,C103432,2023-10-11 06:27:51,completed,paypal,112.23,8.98,0.0,0.0,121.21
ORD00012799,C103433,2021-02-19 22:12:39,completed,paypal,288.42,23.07,0.0,0.0,311.49
ORD00012800,C103433,2019-09-08 05:32:39,completed,paypal,43.97,3.52,0.0,0.0,47.49
ORD00012801,C103433,2022-10-25 10:07:22,completed,credit_card,61.48,4.92,0.0,0.0,66.4
ORD00012802,C103433,2023-05-13 00:29:23,completed,credit_card,373.45,29.88,0.0,0.0,403.33
ORD00012803,C103434,2023-09-09 05:03:28,completed,paypal,226.59,18.13,0.0,0.0,244.72
ORD00012805,C103435,2024-11-27 18:57:03,completed,credit_card,307.87,24.63,0.0,0.0,332.5
ORD00012806,C103435,2024-11-20 14:57:32,completed,credit_card,200.47,16.04,0.0,0.0,216.51
ORD00012807,C103436,2024-01-30 08:29:44,completed,credit_card,266.61,21.33,0.0,0.0,287.94
ORD00012808,C103436,2024-01-21 03:39:51,completed,credit_card,184.97,14.8,0.0,18.49,181.28
ORD00012809,C103437,2024-04-05 23:57:26,completed,credit_card,175.21,14.02,0.0,0.0,189.23
ORD00012810,C103437,2024-03-19 10:01:23,completed,credit_card,57.06,4.57,0.0,0.0,61.63
ORD00012811,C103437,2024-05-02 19:09:39,completed,paypal,262.61,21.01,0.0,0.0,283.62
ORD00012812,C103438,2023-10-10 09:18:03,completed,credit_card,70.97,5.68,0.0,0.0,76.65
ORD00012813,C103438,2023-10-06 10:56:17,completed,bank_transfer,122.39,9.79,0.0,0.0,132.18
ORD00012814,C103438,2023-10-26 16:01:29,completed,credit_card,409.45,32.76,0.0,0.0,442.21
ORD00012815,C103438,2023-12-14 14:19:10,completed,credit_card,88.35,7.07,0.0,0.0,95.42
ORD00012816,C103439,2022-11-23 19:00:48,completed,credit_card,183.03,14.64,0.0,0.0,197.67
ORD00012817,C103439,2020-11-08 22:54:59,completed,paypal,126.3,10.1,0.0,0.0,136.4
ORD00012818,C103439,2020-10-27 21:30:55,completed,credit_card,30.78,2.46,3.58,0.0,36.82
ORD00012819,C103439,2023-10-08 04:23:48,completed,paypal,109.85,8.79,0.0,0.0,118.64
ORD00012820,C103440,2024-05-04 08:01:48,completed,credit_card,106.19,8.5,0.0,0.0,114.69
ORD00012821,C103440,2023-12-03 08:07:50,completed,bank_transfer,113.37,9.07,0.0,11.34,111.1
ORD00012822,C103440,2023-12-11 06:41:52,completed,credit_card,264.08,21.13,0.0,0.0,285.21
ORD00012823,C103440,2024-03-06 13:06:54,completed,paypal,45.73,3.66,0.0,0.0,49.39
ORD00012824,C103440,2024-05-05 07:10:13,completed,credit_card,370.7,29.66,0.0,0.0,400.36
ORD00012825,C103441,2022-02-05 20:40:25,completed,credit_card,158.94,12.72,0.0,0.0,171.66
ORD00012826,C103441,2022-07-16 23:05:17,completed,credit_card,293.72,23.5,0.0,0.0,317.22
ORD00012827,C103441,2022-06-07 05:42:27,completed,paypal,102.49,8.2,0.0,0.0,110.69
ORD00012828,C103441,2022-04-19 23:44:10,completed,bank_transfer,53.6,4.29,0.0,0.0,57.89
ORD00012829,C103442,2021-12-01 06:50:56,completed,credit_card,270.87,21.67,0.0,0.0,292.54
ORD00012830,C103442,2023-07-01 16:21:16,completed,credit_card,143.83,11.51,0.0,0.0,155.34
ORD00012831,C103442,2021-08-20 07:41:09,completed,credit_card,267.06,21.37,0.0,0.0,288.43
ORD00012832,C103442,2022-10-31 16:25:28,completed,paypal,128.02,10.24,0.0,0.0,138.26
ORD00012833,C103443,2021-03-08 10:24:40,completed,credit_card,298.83,23.91,0.0,0.0,322.74
ORD00012834,C103443,2020-02-05 07:19:58,completed,credit_card,335.86,26.87,0.0,0.0,362.73
ORD00012835,C103443,2019-12-15 21:36:17,completed,credit_card,131.75,10.54,0.0,0.0,142.29
ORD00012836,C103444,2022-01-16 14:47:22,completed,paypal,265.47,21.24,0.0,0.0,286.71
ORD00012837,C103444,2023-07-06 13:23:54,completed,credit_card,231.61,18.53,0.0,0.0,250.14
ORD00012838,C103444,2022-07-29 14:21:16,completed,credit_card,221.5,17.72,0.0,0.0,239.22
ORD00012839,C103444,2022-09-24 05:21:13,completed,credit_card,274.31,21.94,0.0,0.0,296.25
ORD00012840,C103444,2022-03-24 12:44:55,completed,credit_card,123.89,9.91,0.0,12.39,121.41
ORD00012841,C103445,2022-03-07 13:57:09,completed,bank_transfer,247.65,19.81,0.0,0.0,267.46
ORD00012842,C103445,2022-04-27 18:45:59,completed,paypal,271.76,21.74,0.0,0.0,293.5
ORD00012843,C103445,2022-06-17 20:26:00,completed,credit_card,141.58,11.33,0.0,0.0,152.91
ORD00012844,C103445,2021-11-15 11:39:21,completed,credit_card,57.86,4.63,0.0,0.0,62.49
ORD00012845,C103446,2022-10-28 08:10:39,completed,credit_card,412.22,32.98,0.0,0.0,445.2
ORD00012846,C103446,2023-02-24 05:24:12,completed,credit_card,172.38,13.79,0.0,0.0,186.17
ORD00012847,C103446,2022-01-25 03:01:34,completed,credit_card,208.86,16.71,0.0,0.0,225.57
ORD00012848,C103446,2021-02-05 05:39:31,completed,credit_card,221.09,17.69,0.0,22.11,216.67
ORD00012850,C103447,2023-11-13 18:43:59,completed,credit_card,157.47,12.6,0.0,0.0,170.07
ORD00012851,C103447,2024-04-30 20:05:06,completed,credit_card,218.04,17.44,0.0,0.0,235.48
ORD00012852,C103447,2024-10-29 21:09:18,completed,paypal,341.62,27.33,0.0,0.0,368.95
ORD00012853,C103448,2022-07-02 08:07:12,completed,credit_card,228.64,18.29,0.0,0.0,246.93
ORD00012854,C103448,2021-08-23 08:07:54,completed,credit_card,832.15,66.57,0.0,0.0,898.72
ORD00012855,C103449,2022-02-20 08:06:44,completed,paypal,289.59,23.17,0.0,0.0,312.76
ORD00012856,C103449,2022-01-19 05:15:47,completed,credit_card,213.91,17.11,0.0,0.0,231.02
ORD00012857,C103449,2021-09-15 06:43:54,completed,credit_card,328.58,26.29,0.0,0.0,354.87
ORD00012858,C103449,2022-02-08 02:52:37,completed,credit_card,117.69,9.41,0.0,0.0,127.1
ORD00012860,C103450,2023-12-30 08:54:13,completed,paypal,57.21,4.58,0.0,0.0,61.79
ORD00012861,C103450,2023-09-22 02:46:17,completed,paypal,169.56,13.57,0.0,0.0,183.13
ORD00012862,C103451,2018-10-23 22:15:50,completed,credit_card,167.82,13.43,0.0,0.0,181.25
ORD00012863,C103451,2019-04-01 17:10:34,completed,credit_card,316.4,25.31,0.0,0.0,341.71
ORD00012864,C103451,2024-12-31 17:01:29,completed,credit_card,180.89,14.47,0.0,0.0,195.36
ORD00012865,C103451,2018-06-03 10:56:55,completed,paypal,170.24,13.62,0.0,0.0,183.86
ORD00012866,C103451,2019-02-18 16:20:34,completed,credit_card,199.05,15.92,0.0,0.0,214.97
ORD00012867,C103452,2021-07-20 20:58:06,completed,credit_card,193.67,15.49,0.0,0.0,209.16
ORD00012868,C103452,2021-07-16 02:51:13,completed,credit_card,141.3,11.3,0.0,0.0,152.6
ORD00012869,C103452,2021-02-08 22:46:43,completed,credit_card,76.78,6.14,0.0,7.68,75.24
ORD00012870,C103453,2019-01-09 22:59:29,completed,credit_card,154.56,12.37,0.0,0.0,166.93
ORD00012871,C103453,2018-03-20 03:28:44,completed,credit_card,194.68,15.57,0.0,0.0,210.25
ORD00012872,C103453,2018-07-01 22:48:39,completed,bank_transfer,146.3,11.7,0.0,0.0,158.0
ORD00012873,C103453,2020-05-17 05:34:24,completed,credit_card,73.89,5.91,0.0,7.39,72.41
ORD00012874,C103453,2022-11-25 00:17:43,completed,credit_card,137.86,11.03,0.0,0.0,148.89
ORD00012875,C103454,2019-05-14 03:03:23,completed,credit_card,70.68,5.65,0.0,0.0,76.33
ORD00012876,C103454,2018-06-13 03:31:03,completed,credit_card,223.44,17.87,0.0,0.0,241.31
ORD00012877,C103455,2024-06-12 04:47:10,completed,credit_card,329.98,26.4,0.0,0.0,356.38
ORD00012878,C103455,2023-03-28 21:59:20,completed,credit_card,451.98,36.16,0.0,0.0,488.14
ORD00012879,C103455,2023-01-17 00:57:47,completed,credit_card,144.14,11.53,0.0,0.0,155.67
ORD00012880,C103456,2021-06-30 02:51:25,completed,credit_card,306.6,24.53,0.0,0.0,331.13
ORD00012881,C103456,2020-07-26 08:10:05,completed,credit_card,194.81,15.59,0.0,19.48,190.92
ORD00012882,C103456,2021-08-29 19:23:35,completed,credit_card,147.33,11.79,0.0,0.0,159.12
ORD00012883,C103456,2022-05-24 04:45:52,completed,credit_card,272.21,21.78,0.0,0.0,293.99
ORD00012884,C103457,2020-05-15 12:43:02,completed,credit_card,140.94,11.28,0.0,0.0,152.22
ORD00012885,C103457,2020-03-21 09:26:37,completed,paypal,24.52,1.96,3.58,0.0,30.06
ORD00012886,C103457,2020-12-04 12:54:55,completed,credit_card,90.97,7.28,0.0,0.0,98.25
ORD00012887,C103457,2021-01-19 00:43:12,completed,credit_card,330.62,26.45,0.0,0.0,357.07
ORD00012888,C103458,2022-04-25 09:31:07,completed,paypal,56.97,4.56,0.0,0.0,61.53
ORD00012889,C103458,2021-07-24 12:41:37,completed,credit_card,113.77,9.1,0.0,0.0,122.87
ORD00012890,C103459,2023-01-02 23:51:03,completed,paypal,256.09,20.49,0.0,0.0,276.58
ORD00012891,C103459,2022-09-27 00:48:40,completed,paypal,122.04,9.76,0.0,0.0,131.8
ORD00012892,C103459,2023-09-08 04:10:27,completed,credit_card,207.13,16.57,0.0,0.0,223.7
ORD00012893,C103459,2023-01-17 14:06:24,completed,credit_card,350.71,28.06,0.0,0.0,378.77
ORD00012894,C103459,2023-03-14 19:09:49,completed,credit_card,113.12,9.05,0.0,11.31,110.86
ORD00012895,C103460,2023-10-31 20:21:35,completed,credit_card,324.13,25.93,0.0,0.0,350.06
ORD00012896,C103460,2023-12-26 19:14:23,completed,credit_card,208.43,16.67,0.0,0.0,225.1
ORD00012897,C103460,2023-10-24 13:15:36,completed,paypal,216.46,17.32,0.0,0.0,233.78
ORD00012898,C103460,2023-07-02 14:35:22,completed,credit_card,87.7,7.02,0.0,0.0,94.72
ORD00012899,C103460,2023-09-26 16:18:58,completed,credit_card,61.89,4.95,0.0,0.0,66.84
ORD00012900,C103460,2023-08-16 08:09:36,completed,credit_card,114.0,9.12,0.0,0.0,123.12
ORD00012901,C103461,2024-10-04 00:18:10,completed,paypal,241.52,19.32,0.0,0.0,260.84
ORD00012902,C103461,2024-07-19 12:50:03,completed,bank_transfer,492.9,39.43,0.0,0.0,532.33
ORD00012903,C103461,2024-08-20 22:44:23,completed,credit_card,363.32,29.07,0.0,0.0,392.39
ORD00012904,C103462,2024-12-06 15:24:20,completed,credit_card,164.6,13.17,0.0,0.0,177.77
ORD00012905,C103462,2024-10-07 11:39:41,completed,credit_card,228.36,18.27,0.0,0.0,246.63
ORD00012906,C103463,2023-07-26 09:46:55,completed,bank_transfer,105.76,8.46,0.0,0.0,114.22
ORD00012907,C103463,2023-02-04 21:27:32,completed,credit_card,319.33,25.55,0.0,0.0,344.88
ORD00012908,C103463,2021-04-14 19:49:46,completed,credit_card,84.21,6.74,0.0,0.0,90.95
ORD00012909,C103463,2021-04-20 21:27:04,completed,credit_card,276.92,22.15,0.0,0.0,299.07
ORD00012910,C103463,2021-08-19 20:16:33,completed,paypal,88.04,7.04,0.0,0.0,95.08
ORD00012911,C103464,2022-06-29 00:54:41,completed,paypal,333.5,26.68,0.0,0.0,360.18
ORD00012912,C103464,2022-07-28 06:00:48,completed,credit_card,138.8,11.1,0.0,0.0,149.9
ORD00012913,C103465,2022-07-21 12:50:55,completed,credit_card,357.0,28.56,0.0,0.0,385.56
ORD00012914,C103465,2022-06-27 20:33:58,completed,credit_card,227.61,18.21,0.0,0.0,245.82
ORD00012915,C103465,2022-02-06 09:11:23,completed,credit_card,314.89,25.19,0.0,0.0,340.08
ORD00012916,C103466,2023-04-11 14:51:18,completed,bank_transfer,28.39,2.27,3.28,0.0,33.94
ORD00012917,C103466,2023-09-18 22:08:17,completed,credit_card,124.84,9.99,0.0,0.0,134.83
ORD00012918,C103466,2022-11-07 16:47:20,completed,credit_card,312.22,24.98,0.0,0.0,337.2
ORD00012919,C103466,2023-10-11 21:21:26,completed,credit_card,320.35,25.63,0.0,0.0,345.98
ORD00012920,C103467,2022-07-17 12:19:59,completed,credit_card,275.94,22.08,0.0,0.0,298.02
ORD00012921,C103467,2021-08-25 04:39:47,completed,credit_card,167.74,13.42,0.0,0.0,181.16
ORD00012922,C103467,2021-10-25 10:27:29,completed,credit_card,74.17,5.93,0.0,0.0,80.1
ORD00012923,C103467,2021-11-10 15:15:44,completed,credit_card,67.95,5.44,0.0,0.0,73.39
ORD00012924,C103467,2022-01-20 10:14:44,completed,bank_transfer,265.75,21.26,0.0,0.0,287.01
ORD00012925,C103468,2020-12-12 18:16:49,completed,credit_card,103.76,8.3,0.0,0.0,112.06
ORD00012926,C103468,2020-10-19 00:11:57,completed,credit_card,195.57,15.65,0.0,0.0,211.22
ORD00012927,C103469,2024-08-23 17:12:34,completed,paypal,283.79,22.7,0.0,0.0,306.49
ORD00012928,C103469,2023-12-20 18:20:51,completed,paypal,61.13,4.89,0.0,0.0,66.02
ORD00012929,C103469,2023-07-06 19:57:53,completed,credit_card,362.03,28.96,0.0,0.0,390.99
ORD00012930,C103469,2022-10-02 12:33:06,completed,paypal,100.02,8.0,0.0,0.0,108.02
ORD00012931,C103470,2022-08-15 14:57:03,completed,credit_card,237.22,18.98,0.0,0.0,256.2
ORD00012933,C103470,2021-05-15 09:04:46,completed,credit_card,279.08,22.33,0.0,0.0,301.41
ORD00012934,C103470,2022-11-28 23:01:28,completed,paypal,212.39,16.99,0.0,0.0,229.38
ORD00012935,C103471,2023-05-28 09:11:55,completed,credit_card,223.2,17.86,0.0,0.0,241.06
ORD00012936,C103471,2021-12-01 23:27:58,completed,credit_card,45.63,3.65,0.0,0.0,49.28
ORD00012937,C103471,2021-10-04 01:46:17,completed,bank_transfer,267.61,21.41,0.0,0.0,289.02
ORD00012938,C103472,2023-05-10 10:37:07,completed,paypal,95.81,7.66,0.0,0.0,103.47
ORD00012939,C103472,2023-07-23 19:08:16,completed,bank_transfer,79.78,6.38,0.0,0.0,86.16
ORD00012940,C103472,2023-05-16 19:32:45,completed,credit_card,369.41,29.55,0.0,0.0,398.96
ORD00012941,C103472,2023-05-26 12:32:09,completed,credit_card,251.52,20.12,0.0,0.0,271.64
ORD00012942,C103472,2023-05-16 21:51:08,completed,paypal,341.74,27.34,0.0,0.0,369.08
ORD00012943,C103472,2023-05-28 18:12:22,completed,credit_card,159.76,12.78,0.0,0.0,172.54
ORD00012944,C103473,2020-06-12 09:07:21,completed,credit_card,75.43,6.03,0.0,0.0,81.46
ORD00012945,C103473,2024-02-24 05:57:52,completed,credit_card,304.91,24.39,0.0,30.49,298.81
ORD00012946,C103473,2020-04-13 19:47:20,completed,credit_card,255.33,20.43,0.0,0.0,275.76
ORD00012948,C103473,2020-06-17 08:50:26,completed,credit_card,183.97,14.72,0.0,18.4,180.29
ORD00012949,C103474,2019-03-15 15:02:36,completed,credit_card,133.17,10.65,0.0,0.0,143.82
ORD00012950,C103474,2024-02-05 08:28:05,completed,credit_card,189.08,15.13,0.0,0.0,204.21
ORD00012951,C103474,2018-09-08 07:25:06,completed,credit_card,193.58,15.49,0.0,0.0,209.07
ORD00012952,C103474,2023-04-02 16:43:18,completed,credit_card,49.32,3.95,0.0,0.0,53.27
ORD00012953,C103475,2019-12-24 19:22:11,completed,credit_card,81.24,6.5,0.0,8.13,79.61
ORD00012954,C103475,2021-02-18 20:25:52,completed,credit_card,232.87,18.63,0.0,0.0,251.5
ORD00012955,C103475,2021-09-09 23:26:48,completed,credit_card,93.63,7.49,0.0,0.0,101.12
ORD00012956,C103475,2024-10-02 15:50:18,completed,bank_transfer,350.07,28.01,0.0,0.0,378.08
ORD00012957,C103475,2020-06-13 13:40:28,completed,credit_card,398.42,31.87,0.0,0.0,430.29
ORD00012958,C103475,2020-08-07 08:09:31,completed,credit_card,397.96,31.84,0.0,0.0,429.8
ORD00012959,C103476,2024-10-30 20:53:34,completed,credit_card,211.89,16.95,0.0,21.19,207.65
ORD00012960,C103476,2022-10-16 12:09:26,completed,credit_card,247.9,19.83,0.0,0.0,267.73
ORD00012961,C103476,2023-12-31 22:36:18,completed,credit_card,332.02,26.56,0.0,33.2,325.37
ORD00012962,C103476,2023-10-05 11:16:41,completed,credit_card,316.63,25.33,0.0,31.67,310.29
ORD00012963,C103477,2024-03-14 06:06:12,completed,paypal,224.43,17.95,0.0,22.44,219.94
ORD00012964,C103477,2024-01-14 22:33:09,completed,credit_card,250.68,20.05,0.0,0.0,270.73
ORD00012965,C103477,2023-06-13 00:43:44,completed,credit_card,165.4,13.23,0.0,0.0,178.63
ORD00012966,C103477,2023-04-22 04:50:55,completed,paypal,182.94,14.64,0.0,0.0,197.58
ORD00012967,C103477,2023-11-29 01:08:55,completed,credit_card,144.79,11.58,0.0,0.0,156.37
ORD00012968,C103477,2024-08-27 03:17:14,completed,paypal,230.8,18.46,0.0,0.0,249.26
ORD00012969,C103478,2019-02-08 04:02:44,completed,credit_card,306.19,24.5,0.0,0.0,330.69
ORD00012970,C103478,2023-07-19 21:14:01,completed,paypal,139.11,11.13,0.0,0.0,150.24
ORD00012971,C103478,2018-11-17 12:37:21,completed,credit_card,158.94,12.72,0.0,15.9,155.76
ORD00012972,C103478,2018-10-25 17:08:09,completed,credit_card,138.73,11.1,0.0,0.0,149.83
ORD00012973,C103479,2024-03-20 12:08:44,completed,credit_card,107.38,8.59,0.0,0.0,115.97
ORD00012974,C103479,2023-01-14 13:10:11,completed,credit_card,99.11,7.93,0.0,0.0,107.04
ORD00012977,C103480,2019-08-29 11:55:40,completed,bank_transfer,188.04,15.04,0.0,0.0,203.08
ORD00012979,C103481,2020-06-17 14:50:57,completed,credit_card,20.84,1.67,3.58,0.0,26.09
ORD00012980,C103481,2020-06-15 16:05:41,completed,credit_card,131.1,10.49,0.0,0.0,141.59
ORD00012981,C103482,2022-06-25 17:05:56,completed,credit_card,387.41,30.99,0.0,0.0,418.4
ORD00012982,C103482,2022-11-08 14:24:21,completed,bank_transfer,179.32,14.35,0.0,0.0,193.67
ORD00012983,C103483,2018-05-03 21:42:35,completed,credit_card,150.92,12.07,0.0,0.0,162.99
ORD00012984,C103483,2022-06-08 19:59:36,completed,bank_transfer,111.53,8.92,0.0,11.15,109.3
ORD00012985,C103483,2020-07-24 20:45:50,completed,paypal,216.95,17.36,0.0,0.0,234.31
ORD00012986,C103483,2018-11-11 03:13:52,completed,credit_card,297.26,23.78,0.0,29.73,291.32
ORD00012987,C103483,2019-09-01 16:53:48,completed,paypal,133.06,10.64,0.0,0.0,143.7
ORD00012988,C103484,2021-06-24 21:37:27,completed,bank_transfer,60.29,4.82,0.0,0.0,65.11
ORD00012989,C103484,2020-02-09 00:50:07,completed,paypal,84.98,6.8,0.0,0.0,91.78
ORD00012990,C103484,2021-09-22 19:44:08,completed,credit_card,182.93,14.63,0.0,0.0,197.56
